#Linelist test between 0 and 10e6 A for FeI (KALD)  -llc- TM (2013-6-11)
    704.004    5       s2 a5D  53229.941    3    (2D)4p 3P   1.787E-04    1903.1880
    415.932    7       s2 a5D  52916.293    5    (2D)4p 3P   3.539E-05    1904.1161
   7728.056    7   (4F)4s a5F  60172.059    9   (3F)sp r3G   1.648E-06    1906.1631
    888.129    3       s2 a5D  53275.230    5    (3D)sp 5F   4.334E-04    1908.2330
   7985.780    5   (4F)4s a5F  60364.762    7   (3F)sp r3G   6.715E-07    1908.5291
    415.932    7       s2 a5D  52768.723    9   (2H)4p w3H   2.037E-06    1909.4839
    888.129    3       s2 a5D  53229.941    3    (2D)4p 3P   5.307E-04    1909.8840
    415.932    7       s2 a5D  52682.914    5    (2D)4p 3D   6.697E-05    1912.6199
    978.072    1       s2 a5D  53229.941    3    (2D)4p 3P   5.082E-05    1913.1731
      0.000    9       s2 a5D  52213.227    7    (2D)4p 3D   5.858E-04    1914.5900
    704.004    5       s2 a5D  52916.293    5    (2D)4p 3P   7.799E-05    1914.6240
    704.004    5       s2 a5D  52857.789    3    (2D)4p 3D   5.371E-05    1916.7710
    888.129    3       s2 a5D  52916.293    5    (2D)4p 3P   4.374E-05    1921.4011
    704.004    5       s2 a5D  52682.914    5    (2D)4p 3D   8.591E-06    1923.2209
    888.129    3       s2 a5D  52857.789    3    (2D)4p 3D   9.223E-05    1923.5640
      0.000    9       s2 a5D  51969.078    7   (2P)4p u3D   1.140E-04    1923.5851
    415.932    7       s2 a5D  52296.898    5   (2P)4p u3D   4.591E-05    1926.8530
    978.072    1       s2 a5D  52857.789    3    (2D)4p 3D   6.412E-04    1926.9000
      0.000    9       s2 a5D  51825.773    7   (2H)4p u3G   1.132E-05    1928.9050
    704.004    5       s2 a5D  52512.445    3   (2P)4p u3D   1.200E-04    1929.5500
    415.932    7       s2 a5D  52213.227    7    (2D)4p 3D   1.117E-04    1929.9659
    888.129    3       s2 a5D  52682.914    5    (2D)4p 3D   1.386E-04    1930.0591
      0.000    9       s2 a5D  51692.008    7   s6D)5p u5P   1.111E-02    1933.8979
      0.000    9       s2 a5D  51668.188    9   (2H)4p u3G   1.227E-05    1934.7900
      0.000    9       s2 a5D  51630.172   11    (3H)sp 1H   1.606E-05    1936.2140
    888.129    3       s2 a5D  52512.445    3   (2P)4p u3D   7.226E-05    1936.4341
      0.000    9       s2 a5D  51619.078    7   s6D)5p u5F   9.457E-03    1936.6299
    704.004    5       s2 a5D  52296.898    5   (2P)4p u3D   5.153E-08    1937.6130
    415.932    7       s2 a5D  51969.078    7   (2P)4p u3D   2.535E-04    1939.1079
    978.072    1       s2 a5D  52512.445    3   (2P)4p u3D   3.357E-04    1939.8140
    415.932    7       s2 a5D  51944.785    5   s6D)5p u5P   1.035E-02    1940.0220
    704.004    5       s2 a5D  52213.227    7    (2D)4p 3D   5.916E-05    1940.7620
    704.004    5       s2 a5D  52180.805    3    (2P)4p 1P   1.416E-05    1941.9850
    415.932    7       s2 a5D  51827.414    5   s6D)5p u5F   3.280E-04    1944.4520
    415.932    7       s2 a5D  51825.773    7   (2H)4p u3G   1.845E-07    1944.5140
      0.000    9       s2 a5D  51409.117    9   (3G)sp x3H   5.953E-08    1944.5410
    888.129    3       s2 a5D  52296.898    5   (2P)4p u3D   9.658E-05    1944.5540
    704.004    5       s2 a5D  52110.605    3   s6D)5p u5P   3.820E-03    1944.6360
      0.000    9       s2 a5D  51381.461    9   s6D)5p u5F   2.823E-04    1945.5881
      0.000    9       s2 a5D  51373.910   11   (2H)4p u3G   3.473E-05    1945.8740
      0.000    9       s2 a5D  51365.309    7   (2D)4p v3F   2.448E-06    1946.2000
      0.000    9       s2 a5D  51361.391    7   s6D)5p t5D   5.282E-03    1946.3490
    415.932    7       s2 a5D  51762.066    5   (3F)sp x1D   1.233E-03    1946.9270
      0.000    9       s2 a5D  51304.602    9   (2D)4p v3F   1.790E-03    1948.5029
    888.129    3       s2 a5D  52180.805    3    (2P)4p 1P   2.182E-05    1948.9561
    415.932    7       s2 a5D  51708.309    5   (2P)4p y1D   2.654E-06    1948.9670
    415.932    7       s2 a5D  51692.008    7   s6D)5p u5P   5.283E-03    1949.5869
    704.004    5       s2 a5D  51969.078    7   (2P)4p u3D   1.820E-04    1950.0060
    415.932    7       s2 a5D  51668.188    9   (2H)4p u3G   1.339E-04    1950.4939
    704.004    5       s2 a5D  51945.820    3   s6D)5p u5F   7.944E-06    1950.8910
    704.004    5       s2 a5D  51944.785    5   s6D)5p u5P   9.163E-03    1950.9309
    888.129    3       s2 a5D  52110.605    3   s6D)5p u5P   1.030E-02    1951.6279
    415.932    7       s2 a5D  51629.996    5   s6D)5p t5D   2.971E-03    1951.9490
    415.932    7       s2 a5D  51619.078    7   s6D)5p u5F   3.235E-03    1952.3650
    978.072    1       s2 a5D  52180.805    3    (2P)4p 1P   1.493E-08    1952.3810
    978.072    1       s2 a5D  52110.605    3   s6D)5p u5P   1.549E-02    1955.0610
    704.004    5       s2 a5D  51827.855    3   s6D)5p t5D   2.571E-03    1955.3931
    704.004    5       s2 a5D  51827.414    5   s6D)5p u5F   2.223E-03    1955.4100
    704.004    5       s2 a5D  51825.773    7   (2H)4p u3G   7.517E-07    1955.4730
      0.000    9       s2 a5D  51076.621    9   s6D)5p t5D   3.514E-04    1957.2020
      0.000    9       s2 a5D  51068.711   11   (3G)sp x3H   2.122E-06    1957.5050
    704.004    5       s2 a5D  51762.066    5   (3F)sp x1D   1.476E-06    1957.9139
    888.129    3       s2 a5D  51945.820    3   s6D)5p u5F   1.621E-03    1957.9280
    888.129    3       s2 a5D  51944.785    5   s6D)5p u5P   5.532E-03    1957.9680
    888.129    3       s2 a5D  51941.531    1   s6D)5p t5D   1.069E-03    1958.0920
      0.000    9       s2 a5D  51016.660   11   s6D)5p u5F   2.836E-03    1959.5031
    704.004    5       s2 a5D  51708.309    5   (2P)4p y1D   1.439E-07    1959.9780
    415.932    7       s2 a5D  51409.117    9   (3G)sp x3H   2.558E-06    1960.4050
    704.004    5       s2 a5D  51692.008    7   s6D)5p u5P   2.786E-03    1960.6050
    978.072    1       s2 a5D  51945.820    3   s6D)5p u5F   3.436E-03    1961.3831
    415.932    7       s2 a5D  51381.461    9   s6D)5p u5F   2.290E-03    1961.4690
    415.932    7       s2 a5D  51365.309    7   (2D)4p v3F   7.243E-07    1962.0911
    415.932    7       s2 a5D  51361.391    7   s6D)5p t5D   1.230E-04    1962.2419
    888.129    3       s2 a5D  51827.855    3   s6D)5p t5D   2.818E-06    1962.4620
    888.129    3       s2 a5D  51827.414    5   s6D)5p u5F   1.452E-03    1962.4790
    704.004    5       s2 a5D  51629.996    5   s6D)5p t5D   5.321E-06    1962.9919
    704.004    5       s2 a5D  51619.078    7   s6D)5p u5F   8.690E-04    1963.4130
    415.932    7       s2 a5D  51304.602    9   (2D)4p v3F   1.995E-05    1964.4321
    888.129    3       s2 a5D  51762.066    5   (3F)sp x1D   1.462E-10    1965.0011
    978.072    1       s2 a5D  51827.855    3   s6D)5p t5D   6.531E-05    1965.9351
    888.129    3       s2 a5D  51708.309    5   (2P)4p y1D   5.635E-07    1967.0800
    415.932    7       s2 a5D  51201.285    5   (2D)4p v3F   2.511E-07    1968.4290
    888.129    3       s2 a5D  51629.996    5   s6D)5p t5D   8.548E-10    1970.1160
    704.004    5       s2 a5D  51365.309    7   (2D)4p v3F   5.153E-07    1973.2490
    415.932    7       s2 a5D  51076.621    9   s6D)5p t5D   1.718E-06    1973.2729
    704.004    5       s2 a5D  51361.391    7   s6D)5p t5D   4.198E-07    1973.4020
      0.000    9       s2 a5D  50628.359    7    s6D)5p 7P   1.188E-04    1974.5339
   6928.266   11   (4F)4s a5F  57550.000    9   (3D)sp t3F   7.954E-06    1974.7920
      0.000    9       s2 a5D  50613.973    9   (3F)sp x1G   5.282E-08    1975.0951
      0.000    9       s2 a5D  50586.875    7   (2G)4p z1F   2.248E-09    1976.1530
    704.004    5       s2 a5D  51201.285    5   (2D)4p v3F   1.531E-06    1979.6600
    415.932    7       s2 a5D  50901.156    5    s6D)5p 7P   6.066E-05    1980.1331
      0.000    9       s2 a5D  50433.016    7    s6D)5p 7F   1.891E-05    1982.1831
    888.129    3       s2 a5D  51201.285    5   (2D)4p v3F   3.989E-07    1986.9060
      0.000    9       s2 a5D  50303.215    9    s6D)5p 7F   9.545E-07    1987.2980
   7376.760    9   (4F)4s a5F  57641.000    7   (3D)sp t3F   1.573E-06    1988.8401
    415.932    7       s2 a5D  50628.359    7    s6D)5p 7P   6.323E-05    1990.8929
    415.932    7       s2 a5D  50613.973    9   (3F)sp x1G   1.071E-07    1991.4630
    704.004    5       s2 a5D  50901.156    5    s6D)5p 7P   7.245E-05    1991.4979
      0.000    9       s2 a5D  50185.730    9    s6D)5p 7P   3.011E-05    1991.9509
   6928.266   11   (4F)4s a5F  57104.219   11   (1I)sp x3I   9.324E-08    1992.3400
   7376.760    9   (4F)4s a5F  57550.000    9   (3D)sp t3F   2.647E-07    1992.4470
    415.932    7       s2 a5D  50586.875    7   (2G)4p z1F   4.976E-08    1992.5391
   6928.266   11   (4F)4s a5F  57070.211   13   (1I)sp x3I   4.108E-06    1993.6909
    415.932    7       s2 a5D  50555.750    5    s6D)5p 7F   1.610E-07    1993.7759
      0.000    9       s2 a5D  50052.184   11    s6D)5p 7F   6.498E-05    1997.2670
   6928.266   11   (4F)4s a5F  56951.285    9   (2H)4p v1G   1.193E-06    1998.4320
    415.932    7       s2 a5D  50433.016    7    s6D)5p 7F   5.344E-05    1998.6689
    888.129    3       s2 a5D  50901.156    5    s6D)5p 7P   4.455E-05    1998.8311
   7728.056    7   (4F)4s a5F  57708.746    5   (3D)sp t3F   2.312E-06    2000.1250
    704.004    5       s2 a5D  50628.359    7    s6D)5p 7P   4.624E-05    2002.3821
    704.004    5       s2 a5D  50627.430    3    s6D)5p 7F   1.007E-06    2002.4189
   7728.056    7   (4F)4s a5F  57641.000    7   (3D)sp t3F   7.127E-07    2002.8400
    415.932    7       s2 a5D  50303.215    9    s6D)5p 7F   6.179E-05    2003.8699
    704.004    5       s2 a5D  50586.875    7   (2G)4p z1F   3.891E-08    2004.0469
