#Linelist between 0 and 1.26E6 A (KALD)  -llc- TM (2015-3-12)
    112.061    4       3s2.3p  2P* 48241.074    2      3s2.56s  2S   3.706E-06    2077.0869
    112.061    4       3s2.3p  2P* 48240.762    6      3s2.55d  2D   9.930E-05    2077.1001
    112.061    4       3s2.3p  2P* 48240.758    4      3s2.55d  2D   1.119E-05    2077.1001
      0.000    2       3s2.3p  2P* 48128.039    4      3s2.28d  2D   8.375E-04    2077.1292
    112.061    4       3s2.3p  2P* 48239.660    2      3s2.55s  2S   3.908E-06    2077.1479
    112.061    4       3s2.3p  2P* 48239.328    6      3s2.54d  2D   1.047E-04    2077.1621
    112.061    4       3s2.3p  2P* 48239.324    4      3s2.54d  2D   1.183E-05    2077.1621
    112.061    4       3s2.3p  2P* 48238.164    2      3s2.54s  2S   4.130E-06    2077.2122
    112.061    4       3s2.3p  2P* 48237.812    6      3s2.53d  2D   1.109E-04    2077.2271
    112.061    4       3s2.3p  2P* 48237.809    4      3s2.53d  2D   1.253E-05    2077.2280
    112.061    4       3s2.3p  2P* 48236.578    2      3s2.53s  2S   4.365E-06    2077.2810
    112.061    4       3s2.3p  2P* 48236.207    6      3s2.52d  2D   1.175E-04    2077.2971
    112.061    4       3s2.3p  2P* 48236.203    4      3s2.52d  2D   1.324E-05    2077.2971
    112.061    4       3s2.3p  2P* 48234.898    2      3s2.52s  2S   4.623E-06    2077.3530
    112.061    4       3s2.3p  2P* 48234.500    4      3s2.51d  2D   1.406E-05    2077.3701
    112.061    4       3s2.3p  2P* 48234.504    6      3s2.51d  2D   1.244E-04    2077.3701
    112.061    4       3s2.3p  2P* 48233.113    2      3s2.51s  2S   4.897E-06    2077.4299
    112.061    4       3s2.3p  2P* 48232.691    4      3s2.50d  2D   1.489E-05    2077.4480
    112.061    4       3s2.3p  2P* 48232.695    6      3s2.50d  2D   1.321E-04    2077.4480
    112.061    4       3s2.3p  2P* 48231.219    2      3s2.50s  2S   5.199E-06    2077.5120
      0.000    2       3s2.3p  2P* 48119.020    2      3s2.28s  2S   2.965E-05    2077.5181
    112.061    4       3s2.3p  2P* 48230.773    6      3s2.49d  2D   1.403E-04    2077.5310
    112.061    4       3s2.3p  2P* 48230.770    4      3s2.49d  2D   1.585E-05    2077.5310
    112.061    4       3s2.3p  2P* 48229.203    2      3s2.49s  2S   5.533E-06    2077.5991
    112.061    4       3s2.3p  2P* 48228.723    4      3s2.48d  2D   1.686E-05    2077.6199
    112.061    4       3s2.3p  2P* 48228.727    6      3s2.48d  2D   1.493E-04    2077.6199
      0.000    2       3s2.3p  2P* 48116.266    4      3s2.27d  2D   9.332E-04    2077.6370
    112.061    4       3s2.3p  2P* 48227.051    2      3s2.48s  2S   5.874E-06    2077.6919
    112.061    4       3s2.3p  2P* 48226.547    6      3s2.47d  2D   1.588E-04    2077.7139
    112.061    4       3s2.3p  2P* 48226.543    4      3s2.47d  2D   1.794E-05    2077.7139
    112.061    4       3s2.3p  2P* 48224.758    2      3s2.47s  2S   6.265E-06    2077.7910
    112.061    4       3s2.3p  2P* 48224.219    6      3s2.46d  2D   1.694E-04    2077.8140
    112.061    4       3s2.3p  2P* 48224.215    4      3s2.46d  2D   1.914E-05    2077.8149
    112.061    4       3s2.3p  2P* 48222.309    2      3s2.46s  2S   6.683E-06    2077.8970
    112.061    4       3s2.3p  2P* 48221.727    4      3s2.45d  2D   2.046E-05    2077.9221
    112.061    4       3s2.3p  2P* 48221.730    6      3s2.45d  2D   1.811E-04    2077.9221
    112.061    4       3s2.3p  2P* 48219.684    2      3s2.45s  2S   7.128E-06    2078.0100
    112.061    4       3s2.3p  2P* 48219.062    4      3s2.44d  2D   2.187E-05    2078.0369
    112.061    4       3s2.3p  2P* 48219.066    6      3s2.44d  2D   1.936E-04    2078.0369
      0.000    2       3s2.3p  2P* 48106.145    2      3s2.27s  2S   3.303E-05    2078.0740
    112.061    4       3s2.3p  2P* 48216.871    2      3s2.44s  2S   7.637E-06    2078.1321
    112.061    4       3s2.3p  2P* 48216.211    6      3s2.43d  2D   2.075E-04    2078.1599
    112.061    4       3s2.3p  2P* 48216.207    4      3s2.43d  2D   2.344E-05    2078.1611
      0.000    2       3s2.3p  2P* 48103.055    4      3s2.26d  2D   1.045E-03    2078.2080
    112.061    4       3s2.3p  2P* 48213.855    2      3s2.43s  2S   8.184E-06    2078.2620
    112.061    4       3s2.3p  2P* 48213.137    4      3s2.42d  2D   2.517E-05    2078.2930
    112.061    4       3s2.3p  2P* 48213.145    6      3s2.42d  2D   2.228E-04    2078.2930
    112.061    4       3s2.3p  2P* 48210.609    2      3s2.42s  2S   8.769E-06    2078.4019
    112.061    4       3s2.3p  2P* 48209.836    4      3s2.41d  2D   2.704E-05    2078.4360
    112.061    4       3s2.3p  2P* 48209.844    6      3s2.41d  2D   2.393E-04    2078.4360
    112.061    4       3s2.3p  2P* 48207.109    2      3s2.41s  2S   9.439E-06    2078.5540
    112.061    4       3s2.3p  2P* 48206.285    6      3s2.40d  2D   2.576E-04    2078.5891
    112.061    4       3s2.3p  2P* 48206.277    4      3s2.40d  2D   2.910E-05    2078.5898
      0.000    2       3s2.3p  2P* 48091.645    2      3s2.26s  2S   3.698E-05    2078.7009
    112.061    4       3s2.3p  2P* 48203.336    2      3s2.40s  2S   1.016E-05    2078.7170
    112.061    4       3s2.3p  2P* 48202.445    6      3s2.39d  2D   2.779E-04    2078.7551
    112.061    4       3s2.3p  2P* 48202.438    4      3s2.39d  2D   3.140E-05    2078.7559
      0.000    2       3s2.3p  2P* 48088.160    4      3s2.25d  2D   1.175E-03    2078.8511
    112.061    4       3s2.3p  2P* 48199.254    2      3s2.39s  2S   1.096E-05    2078.8931
    112.061    4       3s2.3p  2P* 48198.281    4      3s2.38d  2D   3.396E-05    2078.9351
    112.061    4       3s2.3p  2P* 48198.285    6      3s2.38d  2D   3.006E-04    2078.9351
