   4994.74318 7.e+03    -3.7    E      22637.1950    42658.2444  3d6.(3F2).4s           b4F    3d6.(5D).4p            z6P*   10  8   None          T6892c83         L7357 
   5273.8665  3.9e+05   -2.01   D+     48039.109     67000.530   3d7                    d2D1   3d6.(3F2).4p           y2D*    6  6   None          T6892c83  L7357,L15071 
   5318.26045 6.e+04    -2.8    E      25981.6451    44784.7859  3d6.(3G).4s            a4G    3d6.(5D).4p            z4D*    8  6   None          T6892c83         L7357 
   5327.0339  1.6e+04   -3.26   D      25981.6451    44753.8179  3d6.(3G).4s            a4G    3d6.(5D).4p            z4F*    8  8   None       T4412,T8280    L18349c139 
   5426.75665 9.e+03    -3.4    E      25805.3270    44232.5398  3d6.(3G).4s            a4G    3d6.(5D).4p            z4F*   10  10  None          T6892c83  L7357,L15071 
   5429.3246  5.9e+05   -1.58   D+     54232.201     72650.698   3d5.4s2                b4G    3d6.(3D).4p            w4F*   12  10  None          T6892c83    L18349c148 
   6444.7386  4.3e+04   -2.7    D      44753.8179    60270.351   3d6.(5D).4p            z4F*   3d5.4s2                c4D     8  8   None          T6892c83    L18349c139 
