#  lambda[Å] A_ki[s⁻¹] loggf   Acc  Ei[cm⁻¹]   Ek[cm⁻¹]  cfg_i                term_i     cfg_k                  term_k   gi  gk rtype ref1          ref2
  4089.3538    None    None   None 36079.372  60533.113  3d7.(4F).4p           z3G*      3d6.(5D).4p2.(3P)      7F        7  5  None None           L11631 
  4089.7099  4.2e+06  -1.50   D    29356.744  53808.356  3d6.4s2               b3D       3d7.(2P).4p           x3S*       5  3  None T2578n         L11631  
  4090.37085 3.45e+05 -2.022  C+   23783.619  48231.280  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  y5H*      11  11 None T5720          L11631  
  4091.22667 1.0e+06  -1.75   D    27394.691  51837.238  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5P        7  7  None T2578n         L11631  
  4092.10795 1.1e+06  -1.73   D    27166.820  51604.103  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5F        9  7  None T2578n         L11631  
  4092.70735 1.14e+06 -2.068  B    22838.323  47272.027  3d7.(4P).4s           b3P       3d7.(4P).4p           w3D*       5  3  None T6110          L11631 
  4093.4319    None    None   None 29320.026  53749.405  3d6.4s2               b3D       3d6.(3G).4s.4p.(3P*)  x3F*       3  5  None None           L11631  
  4093.6620    None    None   None 29356.744  53784.750  3d6.4s2               b3D       3d7.(4F).5p            5D*       5  7  None None           L11631  
  4097.12631 2.65e+06 -1.477  B+   20874.482  45281.833  3d6.4s2               b3F2      3d6.(3P2).4s.4p.(3P*) x3D*       7  5  None T5720          L11631  
  4097.2631    None    None   None 29356.744  53763.280  3d6.4s2               b3D       3d7.(2D2).4p          x1F*       5  7  None None           L11631  
  4097.36469   None    None   None  7728.060  32133.991  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(3P*)  z3F*       7  5  None None           L11631 
  4097.8480    None    None   None 29320.026  53723.079  3d6.4s2               b3D       3d6.(3D).4s.4p.(3P*)   5F*       3  5  None None           L11631  
  4098.10554   None    None   None 19621.006  44022.525  3d6.4s2               a3H       3d6.(3F2).4s.4p.(3P*) v5D*      11  9  None None           L11631  
  4098.17237   None    None   None 27666.348  52067.469  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5P        3  5  None None           L11631  
  4098.23955 2.9e+06  -1.65   E    26479.381  50880.102  3d6.(5D).4s.4p.(3P*)  z5D*      3d6.(5D).4s.(6D).4d   f5D        3  3  None T2578n         L11631  
  4099.33207 7.49e+06 -0.879  B    26140.179  50534.397  3d6.(5D).4s.4p.(3P*)  z5D*      3d6.(5D).4s.(6D).4d   f5D        7  7  None T5720          L11631 
  4101.5048    None    None   None 34328.752  58710.047  3d7.(4F).4p           y5F*      3d6.(5D).4s.(4D).4d   g5G        7  7  None None           L11631  
  4101.89484 2.92e+04 -3.179  A     6928.268  31307.245  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(3P*)  z3F*      11  9  None T3548          L11631  
  4102.41836 2.6e+06  -1.35   D    27394.691  51770.557  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(4D).5s   g5D        7  7  None T2491n         L11631  
  4102.80918   None    None   None 27666.348  52039.892  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(4D).5s   e3D        3  3  None None           L11631  
  4102.8429  3.9e+05  -2.53   E    20037.816  44411.160  3d6.4s2               a3P2      3d6.(3P2).4s.4p.(3P*) w5D*       1  3  None T2578n         L11631 
  4104.7687    None    None   None 26224.969  50586.878  3d7.(2D2).4s          a3D       3d7.(2G).4p           z1F*       7  7  None None           L11631  
  4105.27164   None    None   None 26339.696  50698.620  3d6.(5D).4s.4p.(3P*)  z5D*      3d6.(5D).4s.(6D).4d   f5D        5  5  None None           L11631  
  4105.31158   None    None   None 22838.323  47197.010  3d7.(4P).4s           b3P       3d6.(3F2).4s.4p.(3P*) x3F*       5  5  None None           L11631  
  4105.6184    None    None   None 24118.819  48475.686  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  y5H*       9  7  None None           L11631  
  4106.10116 2.6e+05  -2.14   D    26874.550  51228.553  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7G       11  11 None T2578n         L11631 
  4107.41734 3.3e+05  -2.24   E    20874.482  45220.681  3d6.4s2               b3F2      3d6.(3P2).4s.4p.(3P*) x3D*       7  7  None T2578n         L11631  
  4107.58100 2.52e+06 -1.497  C+   27394.691  51739.920  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(4D).5s   e3D        7  5  None T5720          L11631  
  4108.64726 1.74e+07 -0.879  B    22838.323  47177.234  3d7.(4P).4s           b3P       3d7.(4P).4p           u5D*       5  3  None T5720          L11631  
  4109.28917 3.5e+05  -2.10   E    26140.179  50475.288  3d6.(5D).4s.4p.(3P*)  z5D*      3d6.(5D).4s.(6D).4d   e7P        7  9  None T2578n         L11631  
  4110.21577 3.62e+06 -1.560  C    26550.479  50880.102  3d6.(5D).4s.4p.(3P*)  z5D*      3d6.(5D).4s.(6D).4d   f5D        1  3  None T5720          L11631 
  4110.96125 1.51e+07 -0.940  B    22946.816  47272.027  3d7.(4P).4s           b3P       3d7.(4P).4p           w3D*       3  3  None T5720          L11631  
  4113.47887 1.5e+06  -1.72   D    27394.691  51705.014  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5F        7  5  None T2578n         L11631  
  4114.0719    None    None   None 33507.123  57813.942  3d7.(4F).4p           y5D*      3d6.(5D).4s.(4D).4d   i5D        7  7  None None           L11631  
  4114.1189  1.1e+07  -0.43   D    33695.397  58001.938  3d7.(4F).4p           y5F*      3d6.(5D).4s.(4D).4d   g5G       11  13 None T2491n         L11631  
  4115.60555 3.92e+06 -1.303  C+   22838.323  47136.084  3d7.(4P).4s           b3P       3d7.(4P).4p           w3D*       5  5  None T5720          L11631 
  4116.09868 1.57e+06 -1.445  C+   27166.820  51461.670  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5F        9  9  None T5720          L11631  
  4116.29386   None    None   None 27166.820  51460.518  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7G        9  7  None None           L11631  
  4119.01396   None    None   None 27559.583  51837.238  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5P        5  7  None None           L11631  
  4119.7063  4.96e+07  0.215  B    28819.954  53093.529  3d7.(2H).4s           a1H       3d7.(2H).4p            1I*      11  13 None T5720          L11631  
  4120.04747 1.9e+06  -1.47   E    26339.696  50611.261  3d6.(5D).4s.4p.(3P*)  z5D*      3d6.(5D).4s.(6D).4d   e7P        5  7  None T2578n         L11631 
  4121.36870 1.93e+06 -1.267  B    24118.819  48382.603  3d6.4s2               b3G       3d7.(2G).4p           z1H*       9  11 None T5720          L11631  
  4122.96513 1.99e+06 -1.450  B    22838.323  47092.712  3d7.(4P).4s           b3P       3d6.(3F2).4s.4p.(3P*) x3F*       5  7  None T5720          L11631  
  4123.67835 3.23e+06 -1.386  B    22946.816  47197.010  3d7.(4P).4s           b3P       3d6.(3F2).4s.4p.(3P*) x3F*       3  5  None T5720          L11631  
  4124.89131 6.04e+05 -1.858  B    24118.819  48361.882  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  y5H*       9  9  None T5720          L11631  
  4124.92824   None    None   None 21038.987  45281.833  3d6.4s2               b3F2      3d6.(3P2).4s.4p.(3P*) x3D*       5  5  None None           L11631 
  4125.65082   None    None   None 29371.812  53610.412  3d6.4s2               b3D       3d7.(4F).5p            5D*       7  9  None None           L11631  
  4126.7837  9.9e+06  -0.55   E    34039.516  58271.462  3d7.(4F).4p           y5F*      3d6.(5D).4s.(4D).4d   g5G        9  11 None T2578n         L11631  
  4127.04395 7.96e+05 -2.215  C    22946.816  47177.234  3d7.(4P).4s           b3P       3d7.(4P).4p           u5D*       3  3  None T5720          L11631  
  4127.34663 4.2e+06  -0.92   D    26874.550  51103.191  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5F       11  11 None T2578n         L11631  
  4128.0156  1.3e+06  -2.49   D    22946.816  47171.531  3d7.(4P).4s           b3P       3d7.(4P).4p           u5D*       3  1  None T2578n         L11631 
  4128.77194 1.43e+07 -0.960  B    23051.750  47272.027  3d7.(4P).4s           b3P       3d7.(4P).4p           w3D*       1  3  None T5720          L11631  
  4128.94889   None    None   None 26479.381  50698.620  3d6.(5D).4s.4p.(3P*)  z5D*      3d6.(5D).4s.(6D).4d   f5D        3  5  None None           L11631  
  4128.97719   None    None   None 27543.003  51762.076  3d7.(2P).4s           a1P       3d6.(3H).4s.4p.(3P*)  x1D*       3  5  None None           L11631  
  4130.62490 6.5e+05  -1.94   E    27394.691  51604.103  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5F        7  7  None T2578n         L11631  
  4131.2010    None    None   None 25091.599  49297.635  3d7.(2P).4s           c3P       3d6.(3F2).4s.4p.(3P*) v3D*       1  3  None None           L11631 
  4131.20167   None    None   None 12560.934  36766.966  3d7.(4F).4s           a3F       3d6.(5D).4s.4p.(1P*)  y5P*       7  7  None None           L11631  
  4133.10004   None    None   None 27559.583  51754.497  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5F        5  3  None None           L11631  
  4133.13642   None    None   None 26339.696  50534.397  3d6.(5D).4s.4p.(3P*)  z5D*      3d6.(5D).4s.(6D).4d   f5D        5  7  None None           L11631  
  4133.22337 1.18e+07 -0.675  B+   12968.554  37162.746  3d7.(4F).4s           a3F       3d7.(4F).4p           y3F*       5  7  None T5720          L11631  
  4133.6985    None    None   None 34328.752  58520.163  3d7.(4F).4p           y5F*      3d6.(5D).4s.(4D).4d   g5G        7  9  None None           L11631 
  4134.06474 7.70e+06 -1.006  B    22946.816  47136.084  3d7.(4P).4s           b3P       3d7.(4P).4p           w3D*       3  5  None T5720          L11631  
  4135.02135 2.12e+06 -1.311  C+   27166.820  51350.492  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(4D).5s   g5D        9  9  None T5720          L11631  
  4135.50187 1.06e+03 -4.721  C+       0.000  24180.862  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z7P*       9  7  None T5720          L11631  
  4135.58567 2.62e+06 -1.696  C+   24335.766  48516.138  3d7.(2P).4s           c3P       3d7.(4P).4p           x3P*       5  3  None T5720          L11631  
  4135.59165   None    None   None 27559.583  51739.920  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(4D).5s   e3D        5  5  None None           L11631 
  4135.84343 1.25e+07 -0.649  C+   22838.323  47017.188  3d7.(4P).4s           b3P       3d7.(4P).4p           w3D*       5  7  None T5720          L11631  
  4137.68716 1.32e+06 -1.516  C    27166.820  51334.911  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7G        9  9  None T5720          L11631  
  4138.16437 2.75e+07 -0.452  B    27543.003  51708.307  3d7.(2P).4s           a1P       3d7.(2P).4p           y1D*       3  5  None T5720          L11631  
  4141.09438 1.83e+04 -3.629  A     7985.785  32133.991  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(3P*)  z3F*       5  5  None T3548          L11631  
  4141.57030   None    None   None 27559.583  51705.014  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5F        5  5  None None           L11631 
  4143.0309  6.57e+05 -1.927  B    24338.767  48475.686  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  y5H*       7  7  None T5720          L11631  
  4143.7557  7.5e+06  -1.02   E    34692.148  58824.845  3d7.(4F).4p           y5F*      3d6.(5D).4s.(4D).4d   g5G        3  5  None T2578n         L11631  
  4144.58295 2.70e+07 -0.204  B    24574.655  48702.535  3d7.(2G).4s           a1G       3d6.(3H).4s.4p.(3P*)  y1G*       9  9  None T5720          L11631  
  4144.66540   None    None   None 27166.820  51294.220  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(4D).5s   e3D        9  7  None None           L11631  
  4145.03614 1.33e+07 -0.511  B+   12560.934  36686.176  3d7.(4F).4s           a3F       3d7.(4F).4p           y3F*       7  9  None T5720          L11631 
  4146.3683  7.8e+04  -2.74   E    21715.732  45833.223  3d7.(2G).4s           a3G       3d6.(3F2).4s.4p.(3P*) x5G*      11  9  None T2578n         L11631  
  4147.23325 3.78e+05 -1.970  C+   24118.819  48231.280  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  y5H*       9  11 None T5720          L11631  
  4148.51191   None    None   None 26874.550  50979.579  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5G       11  9  None None           L11631  
  4148.83825 4.36e+05 -2.104  A    11976.239  36079.372  3d7.(4F).4s           a3F       3d7.(4F).4p           z3G*       9  7  None T3831          L11631  
  4150.53475 4.23e+06 -0.848  C    26874.550  50967.831  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7G       11  13 None T5720          L11631 
  4150.93048   None    None   None   415.933  24506.917  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z7P*       7  5  None None           L11631  
  4151.41902 7.7e+06  -1.23   D    27666.348  51754.497  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5F        3  3  None T2578n         L11631  
  4151.61740   None    None   None 27543.003  51630.001  3d7.(2P).4s           a1P       3d6.(5D).4s.(6D).5p   t5D*       3  5  None None           L11631  
  4152.9345    None    None   None 34039.516  58118.875  3d7.(4F).4p           y5F*      3d6.4s.(4D).4d         5F        9  9  None None           L11631  
  4153.11592   None    None   None 28604.613  52682.920  3d7.(2D2).4s          a1D       3d7.(2D2).4p          t3D*       5  5  None None           L11631 
  4153.33947 3.24e+04 -3.232  A     7728.060  31805.071  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(3P*)  z3F*       7  7  None T3548          L11631  
  4154.5573    None    None   None 19390.168  43460.121  3d6.4s2               a3H       3d6.(3H).4s.4p.(3P*)  z5I*      13  11 None None           L11631  
  4154.89256 1.6e-02   None   E      704.007  24772.018  3d6.4s2               a5D       3d7.(2P).4s           c3P        5  3   M1  T6409          None    
  4155.07073 2.05e+07 -0.321  B+   27394.691  51461.670  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5F        7  9  None T5720          L11631  
  4155.26963   None    None   None 27394.691  51460.518  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7G        7  7  None None           L11631 
  4155.66990 2.64e+07 -0.688  B    22838.323  46901.832  3d7.(4P).4s           b3P       3d6.(3P2).4s.4p.(3P*) y3P*       5  3  None T5720          L11631  
  4155.97663 1.40e+07 -0.400  B    27166.820  51228.553  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7G        9  11 None T5720          L11631  
  4157.62470   None    None   None 27166.820  51219.015  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5G        9  7  None None           L11631  
  4157.84321 5.27e+05 -1.823  B    23783.619  47834.550  3d6.4s2               b3G       3d6.(3F2).4s.4p.(3P*) x3G*      11  11 None T5720          L11631  
  4157.97062 1.20e+07 -0.808  B    22838.323  46888.517  3d7.(4P).4s           b3P       3d7.(4P).4p           u5D*       5  5  None T5720          L11631 
  4158.95181 2.18e+07 -0.403  B+   27559.583  51604.103  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5F        5  7  None T5720          L11631  
  4159.96461 1.6e+07  -0.70   D    27666.348  51705.014  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5F        3  5  None T2578n         L11631  
  4161.72479   None    None   None 23783.619  47812.118  3d6.4s2               b3G       3d6.(3F2).4s.4p.(3P*) x3G*      11  9  None None           L11631  
  4162.25242 9.5e+05  -1.65   D    27166.820  51192.273  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7F        9  9  None T2578n         L11631  
  4162.65751 3.01e+05 -2.153  B    24338.767  48361.882  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  y5H*       7  9  None T5720          L11631 
  4164.86224   None    None   None 21715.732  45726.130  3d7.(2G).4s           a3G       3d6.(3F2).4s.4p.(3P*) x5G*      11  11 None None           L11631  
  4165.95342   None    None   None 24118.819  48122.928  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  v5F*       9  7  None None           L11631  
  4166.53281   None    None   None 29356.744  53357.515  3d6.4s2               b3D       3d6.(3G).4s.4p.(3P*)  x3F*       5  7  None None           L11631  
  4166.5920    None    None   None 29313.008  53313.438  3d6.4s2               a1I       3d6.(3G).4s.4p.(3P*)  y1H*      13  11 None None           L11631  
  4169.0336  5.85e+05 -1.863  C    26627.609  50613.983  3d7.(2H).4s           b3H       3d6.(3F2).4s.4p.(3P*) x1G*       9  9  None T5720          L11631 
  4169.1309    None    None   None 29798.936  53784.750  3d6.4s2               b1G2      3d7.(4F).5p            5D*       9  7  None None           L11631  
  4169.78915 6.8e+05  -1.90   D    27166.820  51148.848  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7F        9  7  None T2578n         L11631  
  4170.11796 1.9e+06  -1.62   D    27559.583  51539.720  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7G        5  5  None T2578n         L11631  
  4170.93249 1.0e+06  -1.87   D    27394.691  51370.145  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5G        7  5  None T2578n         L11631  
  4172.07698 6.29e+06 -1.086  C+   24335.766  48304.643  3d7.(2P).4s           c3P       3d7.(4P).4p           x3P*       5  5  None T5720          L11631 
  4172.220     None    None   None 34843.957  58812.015  3d7.(4F).4p           z5G*      3d7.(4F).5d            3G       13  11 None None           L11631  
  4172.8661  2.01e+06 -1.435  C    29798.936  53763.280  3d6.4s2               b1G2      3d7.(2D2).4p          x1F*       9  7  None T5720          L11631  
  4173.0753  1.09e+06 -1.701  C+   26623.735  50586.878  3d7.(2D2).4s          a3D       3d7.(2G).4p           z1F*       5  7  None T5720          L11631  
  4173.29786 9.80e+06 -0.893  C+   26224.969  50186.834  3d7.(2D2).4s          a3D       3d7.(2P).4p           w3P*       7  5  None T5720          L11631  
  4173.7500    None    None   None 26627.609  50586.878  3d7.(2H).4s           b3H       3d7.(2G).4p           z1F*       9  7  None None           L11631 
  4173.81641 2.24e+06 -1.192  B    26874.550  50833.438  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7F       11  11 None T5720          L11631  
  4173.92042 6.46e+04 -3.074  A     7728.060  31686.351  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(3P*)  z3D*       7  5  None T3548          L11631  
  4174.1394    None    None   None 34017.103  57974.137  3d7.(4F).4p           y5D*      3d6.(5D).4s.(4D).4d   i5D        3  5  None None           L11631  
  4174.35427   None    None   None 27394.691  51350.492  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(4D).5s   g5D        7  9  None None           L11631  
  4174.49105 2.63e+06 -1.686  C+   22946.816  46901.832  3d7.(4P).4s           b3P       3d6.(3P2).4s.4p.(3P*) y3P*       3  3  None T5720          L11631 
  4174.64981   None    None   None 24335.766  48289.871  3d7.(2P).4s           c3P       3d5.(6S).4s2.4p       v5P*       5  3  None None           L11631  
  4175.09688 6.50e+04 -3.293  B     7985.785  31937.325  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(3P*)  z3D*       5  3  None T5720          L11631  
  4175.5765    None    None   None 28819.954  52768.743  3d7.(2H).4s           a1H       3d7.(2H).4p           w3H*      11  9  None None           L11631  
  4176.08914 5.87e+04 -2.969  A     7376.764  31322.613  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(3P*)  z3D*       9  7  None T3548          L11631  
  4176.81267 1.14e+07 -0.827  B    22946.816  46888.517  3d7.(4P).4s           b3P       3d7.(4P).4p           u5D*       3  5  None T5720          L11631 
  4177.07106   None    None   None 27394.691  51334.911  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7G        7  9  None None           L11631  
  4177.74273   None    None   None 27166.820  51103.191  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5F        9  11 None None           L11631  
  4178.0442    None    None   None 34547.211  58481.855  3d7.(4F).4p           y5F*      3d6.4s.(4D).4d         5P        5  7  None None           L11631  
  4178.25314   None    None   None 26874.550  50807.997  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f7D       11  9  None None           L11631  
  4178.77100 3.71e+04 -3.058  A     7376.764  31307.245  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(3P*)  z3F*       9  9  None T3548          L11631 
  4181.5867    None    None   None 21999.130  45913.497  3d7.(2G).4s           a3G       3d6.(3F2).4s.4p.(3P*) x5G*       9  7  None None           L11631  
  4182.3653    None    None   None 29320.026  53229.941  3d6.4s2               b3D       3d7.(2D2).4p          v3P*       3  3  None None           L11631  
  4182.7276    None    None   None 28604.613  52512.457  3d7.(2D2).4s          a1D       3d7.(2P).4p           u3D*       5  3  None None           L11631  
  4182.93305 2.32e+07 -0.371  B    22838.323  46744.993  3d7.(4P).4s           b3P       3d7.(4P).4p           u5D*       5  7  None T5720          L11631  
  4183.56111 5.04e+06 -1.180  D+   24335.766  48238.847  3d7.(2P).4s           c3P       3d6.(3G).4s.4p.(3P*)  v5F*       5  5  None T5720          L11631 
  4183.93674 1.3e+06  -1.63   D    27559.583  51460.518  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7G        5  7  None T2578n         L11631  
  4184.18287 4.0e+05  -2.14   E    27394.691  51294.220  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(4D).5s   e3D        7  7  None T2578n         L11631  
  4186.07068 1.03e+07 -0.869  B    22838.323  46727.074  3d7.(4P).4s           b3P       3d6.(3P2).4s.4p.(3P*) y3P*       5  5  None T5720          L11631  
  4188.21836 2.15e+07 -0.548  B    19757.032  43633.533  3d6.(5D).4s.4p.(3P*)  z7D*      3d6.(5D).4s.(6D).5s   e7D        7  5  None T4187          L11631  
  4188.76731 4.48e+06 -1.230  C+   27666.348  51539.720  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7G        3  5  None T5720          L11631 
  4188.97505 1.52e+07 -0.554  B    19562.439  43434.627  3d6.(5D).4s.4p.(3P*)  z7D*      3d6.(5D).4s.(6D).5s   e7D        9  7  None T4187          L11631  
  4189.5061    None    None   None 34328.752  58197.914  3d7.(4F).4p           y5F*      3d6.4s.(6D).7s         7D        7  9  None None           L11631  
  4189.911     None    None   None 34843.957  58710.811  3d7.(4F).4p           z5G*      3d7.(4F).5d            5H       13  15 None None           L11631  
  4190.73844 2.7e+06  -1.30   D    29798.936  53661.079  3d6.4s2               b1G2      3d7.(4F).5p            5F*       9  7  None T2578n         L11631  
  4192.61106 2.73e+07 -0.666  B    19912.495  43763.980  3d6.(5D).4s.4p.(3P*)  z7D*      3d6.(5D).4s.(6D).5s   e7D        5  3  None T5720          L11631 
  4192.85770 4.06e+06 -1.493  B    23051.750  46901.832  3d7.(4P).4s           b3P       3d6.(3P2).4s.4p.(3P*) y3P*       1  3  None T5720          L11631  
  4194.7866    None    None   None 19621.006  43460.121  3d6.4s2               a3H       3d6.(3H).4s.4p.(3P*)  z5I*      11  11 None None           L11631  
  4195.6705    None    None   None 21999.130  45833.223  3d7.(2G).4s           a3G       3d6.(3F2).4s.4p.(3P*) x5G*       9  9  None None           L11631  
  4196.51086 1.11e+07 -0.492  B    26874.550  50703.870  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5G       11  11 None T5720          L11631  
  4196.79969 1.21e+06 -1.797  C+   24335.766  48163.446  3d7.(2P).4s           c3P       3d5.(6S).4s2.4p       v5P*       5  5  None T5720          L11631 
  4197.39087 1.09e+07 -0.696  B+   27394.691  51219.015  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5G        7  7  None T5720          L11631  
  4197.71313 3.0e+05  -2.06   E    23783.619  47606.114  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  v5F*      11  11 None T2578n         L11631  
  4197.8534    None    None   None 19621.006  43442.705  3d6.4s2               a3H       3d6.(3H).4s.4p.(3P*)  z5I*      11  9  None None           L11631  
  4198.27865   None    None   None  7985.785  31805.071  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(3P*)  z3F*       5  7  None None           L11631  
  4199.42939 1.47e+07 -0.456  B+   27166.820  50979.579  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5G        9  9  None T5720          L11631 
  4199.48653 8.03e+06 -0.719  B    19350.891  43163.326  3d6.(5D).4s.4p.(3P*)  z7D*      3d6.(5D).4s.(6D).5s   e7D       11  9  None T4187          L11631  
  4199.70822   None    None   None 24118.819  47929.997  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  v5F*       9  9  None None           L11631  
  4199.81687 1.25e+07 -0.782  B    27559.583  51370.145  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5G        5  5  None T5720          L11631  
  4200.27800 4.92e+07  0.156  B    24574.655  48382.603  3d7.(2G).4s           a1G       3d7.(2G).4p           z1H*       9  11 None T5720          L11631  
  4200.54600   None    None   None 23783.619  47590.048  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  w5G*      11  9  None None           L11631 
  4201.16700   None    None   None   704.007  24506.917  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z7P*       5  5  None None           L11631  
  4201.96104   None    None   None 12968.554  36766.966  3d7.(4F).4s           a3F       3d6.(5D).4s.4p.(1P*)  y5P*       5  7  None None           L11631  
  4202.10760 6.25e+06 -0.827  C+   27394.691  51192.273  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7F        7  9  None T5720          L11631  
  4203.21273 8.22e+06 -0.708  A    11976.239  35767.564  3d7.(4F).4s           a3F       3d7.(4F).4p           z3G*       9  9  None T3831          L11631  
  4203.51874   None    None   None 20874.482  44664.075  3d6.4s2               b3F2      3d6.(3F2).4s.4p.(3P*) v5D*       7  5  None None           L11631 
  4203.93685 2.53e+05 -2.220  C+   24574.655  48361.882  3d7.(2G).4s           a1G       3d6.(3G).4s.4p.(3P*)  y5H*       9  9  None T5720          L11631  
  4204.75279 1.70e+04 -3.869  C     8154.714  31937.325  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(3P*)  z3D*       3  3  None T5720          L11631  
  4205.1224  2.97e+06 -0.990  B    29313.008  53093.529  3d6.4s2               a1I       3d7.(2H).4p            1I*      13  13 None T5720          L11631  
  4205.1689  7.37e+06 -1.010  B    22946.816  46727.074  3d7.(4P).4s           b3P       3d6.(3P2).4s.4p.(3P*) y3P*       3  5  None T5720          L11631  
  4206.7236  2.77e+06 -1.435  D+   27559.583  51331.052  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7F        5  5  None T5720          L11631 
  4207.8813  5.90e+03 -3.960  D+     415.933  24180.862  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z7P*       7  7  None T5720          L11631  
