#  lambda[Å] A_ki[s⁻¹] loggf   Acc  Ei[cm⁻¹]   Ek[cm⁻¹]  cfg_i                term_i     cfg_k                  term_k   gi  gk rtype ref1          ref2
  3275.39456   None    None   None 27166.820  57697.493  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(4D).4d   i5D        9  9  None None           L11631  
  3277.41420 3.16e+06 -1.595  C    17726.988  48238.847  3d7.(4P).4s           a5P       3d6.(3G).4s.4p.(3P*)  v5F*       5  5  None T5720          L11631  
  3279.67468   None    None   None 20874.482  51365.311  3d6.4s2               b3F2      3d7.(2D2).4p          v3F*       7  7  None None           L11631  
  3280.67511   None    None   None 24118.819  54600.350  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  t3G*       9  7  None None           L11631 
  3281.2051  4.21e+07 -0.127  B+   26627.609  57104.217  3d7.(2H).4s           b3H       3d6.(1I).4s.4p.(3P*)  x3I*       9  11 None T5720          L11631  
  3283.8363  3.42e+07 -0.559  B    26406.465  56858.653  3d7.(2D2).4s          a3D       3d6.(1G2).4s.4p.(3P*) u3F*       3  5  None T5720          L11631  
  3285.53342 5.64e+06 -1.341  B    17726.988  48163.446  3d7.(4P).4s           a5P       3d5.(6S).4s2.4p       v5P*       5  5  None T5720          L11631  
  3286.13912   None    None   None 24180.862  54611.710  3d6.(5D).4s.4p.(3P*)  z7P*      3d6.(5D).4s.(6D).6s   g7D        7  5  None None           L11631  
  3286.96261   None    None   None 17927.382  48350.606  3d7.(4P).4s           a5P       3d6.(3G).4s.4p.(3P*)  v5F*       3  3  None None           L11631 
  3287.39192   None    None   None 27394.691  57813.942  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(4D).4d   i5D        7  7  None None           L11631  
  3287.69962 5.99e+07 -0.168  B    17550.181  47966.585  3d7.(4P).4s           a5P       3d5.(6S).4s2.4p       v5P*       7  7  None T5720          L11631  
  3288.03647   None    None   None 23711.456  54124.744  3d6.(5D).4s.4p.(3P*)  z7P*      3d6.(5D).4s.(6D).6s   g7D        9  9  None None           L11631  
  3289.59639   None    None   None 19552.478  49951.344  3d6.4s2               a3P2      3d7.(2P).4p           w3P*       3  1  None None           L11631  
  3289.91306 1.10e+06 -1.904  C+   17726.988  48122.928  3d7.(4P).4s           a5P       3d6.(3G).4s.4p.(3P*)  v5F*       5  7  None T5720          L11631 
  3290.38092   None    None   None 22838.323  53229.941  3d7.(4P).4s           b3P       3d7.(2D2).4p          v3P*       5  3  None None           L11631  
  3291.65917   None    None   None 17550.181  47929.997  3d7.(4P).4s           a5P       3d6.(3G).4s.4p.(3P*)  v5F*       7  9  None None           L11631  
  3291.93603 7.58e+06 -1.211  C+   17927.382  48304.643  3d7.(4P).4s           a5P       3d7.(4P).4p           x3P*       3  5  None T5720          L11631  
  3292.96878 5.77e+07 -0.074  B+   26224.969  56592.703  3d7.(2D2).4s          a3D       3d6.(1G2).4s.4p.(3P*) u3F*       7  9  None T5720          L11631  
  3293.53763 3.0e+07  -0.84   D+   17927.382  48289.871  3d7.(4P).4s           a5P       3d5.(6S).4s2.4p       v5P*       3  3  None T2491n         L11631 
  3294.08866 6.70e+04 -3.118  C+   12968.554  43325.964  3d7.(4F).4s           a3F       3d6.(3H).4s.4p.(3P*)  z5H*       5  7  None T5720          L11631  
  3297.41275   None    None   None 20874.482  51201.289  3d6.4s2               b3F2      3d7.(2D2).4p          v3F*       7  5  None None           L11631  
  3299.08172 9.01e+06 -1.133  C    17927.382  48238.847  3d7.(4P).4s           a5P       3d6.(3G).4s.4p.(3P*)  v5F*       3  5  None T5720          L11631  
  3302.16911   None    None   None 22946.816  53229.941  3d7.(4P).4s           b3P       3d7.(2D2).4p          v3P*       3  3  None None           L11631  
  3304.48114   None    None   None 17550.181  47812.118  3d7.(4P).4s           a5P       3d6.(3F2).4s.4p.(3P*) x3G*       7  9  None None           L11631 
  3304.51979 1.46e+06 -1.777  D+   24338.767  54600.350  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  t3G*       7  7  None T5720          L11631  
  3306.80384   None    None   None 24506.917  54747.598  3d6.(5D).4s.4p.(3P*)  z7P*      3d6.(5D).4s.(6D).6s   g7D        5  3  None None           L11631  
  3306.92238 4.05e+07 -0.333  B    17726.988  47966.585  3d7.(4P).4s           a5P       3d5.(6S).4s2.4p       v5P*       5  7  None T5720          L11631  
  3307.03294   None    None   None 24118.819  54357.405  3d6.4s2               b3G       3d7.(4F).5p            3G*       9  7  None None           L11631  
  3307.2938  5.74e+07 -0.072  B    24574.655  54810.856  3d7.(2G).4s           a1G       3d6.(3G).4s.4p.(3P*)  w1G*       9  9  None T5720          L11631 
  3307.30878 4.84e+07 -0.402  B    17927.382  48163.446  3d7.(4P).4s           a5P       3d5.(6S).4s2.4p       v5P*       3  5  None T5720          L11631  
  3307.4342    None    None   None 26623.735  56858.653  3d7.(2D2).4s          a3D       3d6.(1G2).4s.4p.(3P*) u3F*       5  5  None None           L11631  
  3307.53872   None    None   None 23783.619  54017.581  3d6.4s2               b3G       3d7.(4F).5p            3G*      11  9  None None           L11631  
  3307.95766   None    None   None 23783.619  54013.752  3d6.4s2               b3G       3d6.(3D).4s.4p.(3P*)   5F*      11  11 None None           L11631  
  3308.1854  1.97e+07 -0.377  B+   26105.908  56333.960  3d7.(2H).4s           b3H       3d6.(1I).4s.4p.(3P*)  u3H*      13  13 None T5720          L11631 
  3308.63799   None    None   None 24180.862  54404.779  3d6.(5D).4s.4p.(3P*)  z7P*      3d6.(5D).4s.(6D).6s   g7D        7  7  None None           L11631  
  3311.2940  3.78e+06 -1.166  C+   23783.619  53983.293  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  t3G*      11  11 None T5720          L11631  
  3311.44315 6.17e+06 -1.040  C+   26224.969  56423.283  3d7.(2D2).4s          a3D       3d6.(1I).4s.4p.(3P*)  u3H*       7  9  None T5720          L11631  
  3313.17586   None    None   None 24118.819  54301.340  3d6.4s2               b3G       3d6.(3D).4s.4p.(3P*)   5D*       9  9  None None           L11631  
  3315.0192    None    None   None 27543.003  57708.741  3d7.(2P).4s           a1P       3d6.(3D).4s.4p.(3P*)  t3F*       3  5  None None           L11631 
  3315.39682   None    None   None 21038.987  51201.289  3d6.4s2               b3F2      3d7.(2D2).4p          v3F*       5  5  None None           L11631  
  3315.69527 7.25e+07 -0.078  B+   26623.735  56783.322  3d7.(2D2).4s          a3D       3d6.(1G2).4s.4p.(3P*) u3F*       5  7  None T5720          L11631  
  3318.07550 3.11e+06 -1.812  B    18378.186  48516.138  3d6.4s2               a3P2      3d7.(4P).4p           x3P*       5  3  None T4187          L11631  
  3320.20789 3.73e+06 -1.256  C    24118.819  54237.415  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  t3G*       9  9  None T5720          L11631  
  3321.59878   None    None   None 19621.006  49726.990  3d6.4s2               a3H       3d7.(2G).4p           y3H*      11  9  None None           L11631 
  3321.73020   None    None   None 24506.917  54611.710  3d6.(5D).4s.4p.(3P*)  z7P*      3d6.(5D).4s.(6D).6s   g7D        5  5  None None           L11631  
  3323.42918 8.21e+06 -0.825  B    23711.456  53800.859  3d6.(5D).4s.4p.(3P*)  z7P*      3d6.(5D).4s.(6D).6s   g7D        9  11 None T5720          L11631  
  3324.69223 2.8e+07  -0.63   D+   22838.323  52916.295  3d7.(4P).4s           b3P       3d7.(2D2).4p          v3P*       5  5  None T2491n         L11631  
  3325.32561   None    None   None 26351.040  56423.283  3d7.(2H).4s           b3H       3d6.(1I).4s.4p.(3P*)  u3H*      11  9  None None           L11631  
  3325.49249 1.72e+06 -1.504  B    19390.168  49460.902  3d6.4s2               a3H       3d7.(2G).4p           v3G*      13  11 None T5720          L11631 
  3325.74012   None    None   None 23783.619  53852.114  3d6.4s2               b3G       3d7.(4F).5p            5G*      11  9  None None           L11631  
  3326.42114 2.37e+06 -1.561  C+   19788.251  49850.590  3d6.4s2               a3H       3d7.(2G).4p           v3G*       9  7  None T5720          L11631  
  3328.45216   None    None   None 19390.168  49434.163  3d6.4s2               a3H       3d7.(2G).4p           y3H*      13  13 None None           L11631  
  3329.82348 2.21e+07 -0.394  B+   26351.040  56382.662  3d7.(2H).4s           b3H       3d6.(1I).4s.4p.(3P*)  u3H*      11  11 None T5720          L11631  
  3330.48078   None    None   None 24574.655  54600.350  3d7.(2G).4s           a1G       3d6.(3G).4s.4p.(3P*)  t3G*       9  7  None None           L11631 
  3332.56929 1.78e+06 -1.574  B    19621.006  49627.884  3d6.4s2               a3H       3d7.(2G).4p           v3G*      11  9  None T5720          L11631  
  3332.73377   None    None   None 20037.816  50043.213  3d6.4s2               a3P2      3d7.(2P).4p           w3P*       1  3  None None           L11631  
  3335.17646 4.91e+05 -2.046  C+   19621.006  49604.427  3d6.4s2               a3H       3d7.(2G).4p           y3H*      11  11 None T5720          L11631  
  3335.2322    None    None   None 26351.040  56333.960  3d7.(2H).4s           b3H       3d6.(1I).4s.4p.(3P*)  u3H*      11  13 None None           L11631  
  3336.46883   None    None   None 12560.934  42532.741  3d7.(4F).4s           a3F       3d6.(3P2).4s.4p.(3P*) x5P*       7  7  None None           L11631 
  3336.67323   None    None   None 21999.130  51969.101  3d7.(2G).4s           a3G       3d7.(2P).4p           u3D*       9  7  None None           L11631  
  3336.72801 7.48e+06 -1.205  C+   22946.816  52916.295  3d7.(4P).4s           b3P       3d7.(2D2).4p          v3P*       3  5  None T5720          L11631  
  3337.21629 4.91e+06 -1.132  C+   26627.609  56592.703  3d7.(2H).4s           b3H       3d6.(1G2).4s.4p.(3P*) u3F*       9  9  None T5720          L11631  
  3338.62461 6.06e+06 -1.041  B    21715.732  51668.186  3d7.(2G).4s           a3G       3d7.(2H).4p           u3G*      11  9  None T5720          L11631  
  3339.58035   None    None   None 24180.862  54124.744  3d6.(5D).4s.4p.(3P*)  z7P*      3d6.(5D).4s.(6D).6s   g7D        7  9  None None           L11631 
  3340.15404 1.37e+06 -1.686  B    19788.251  49726.990  3d6.4s2               a3H       3d7.(2G).4p           y3H*       9  9  None T5720          L11631  
  3340.53821   None    None   None 24335.766  54271.062  3d7.(2P).4s           c3P       3d6.(3D).4s.4p.(3P*)  t5P*       5  3  None None           L11631  
  3341.52486 4.95e+06 -1.383  B    18378.186  48304.643  3d6.4s2               a3P2      3d7.(4P).4p           x3P*       5  5  None T5720          L11631  
  3342.86652 3.02e+06 -1.255  C+   21715.732  51630.178  3d7.(2G).4s           a3G       3d6.(3H).4s.4p.(3P*)   1H*      11  11 None T5720          L11631  
  3343.17508   None    None   None 18378.186  48289.871  3d6.4s2               a3P2      3d5.(6S).4s2.4p       v5P*       5  3  None None           L11631 
  3343.25299 9.42e+06 -1.324  C+   22946.816  52857.804  3d7.(4P).4s           b3P       3d7.(2D2).4p          t3D*       3  3  None T5720          L11631  
  3344.19796   None    None   None 17550.181  47452.717  3d7.(4P).4s           a5P       3d7.(2G).4p           z1G*       7  9  None None           L11631  
  3344.7208    None    None   None 24506.917  54404.779  3d6.(5D).4s.4p.(3P*)  z7P*      3d6.(5D).4s.(6D).6s   g7D        5  7  None None           L11631  
  3345.8997    None    None   None 26874.550  56761.878  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.4s.(6D).5d         5F       11  11 None None           L11631  
  3347.89601   None    None   None 17550.181  47419.687  3d7.(4P).4s           a5P       3d6.(3P2).4s.4p.(3P*)  1D*       7  5  None None           L11631 
  3348.88769 4.91e+06 -1.385  C    18378.186  48238.847  3d6.4s2               a3P2      3d6.(3G).4s.4p.(3P*)  v5F*       5  5  None T5720          L11631  
  3350.69025   None    None   None 22838.323  52682.920  3d7.(4P).4s           b3P       3d7.(2D2).4p          t3D*       5  5  None None           L11631  
  3352.48473 1.57e+06 -2.101  C+   17726.988  47555.610  3d7.(4P).4s           a5P       3d7.(4P).4p           y3S*       5  3  None T5720          L11631  
  3352.70717 2.19e+06 -1.588  B    21999.130  51825.773  3d7.(2G).4s           a3G       3d7.(2H).4p           u3G*       9  7  None T5720          L11631  
  3354.2238  4.09e+05 -2.048  D+   19621.006  49434.163  3d6.4s2               a3H       3d7.(2G).4p           y3H*      11  13 None T5720          L11631 
  3355.0231  1.34e+07 -1.169  B    23051.750  52857.804  3d7.(4P).4s           b3P       3d7.(2D2).4p          t3D*       1  3  None T5720          L11631  
  3356.1919  2.59e+07 -0.405  C+   26627.609  56423.283  3d7.(2H).4s           b3H       3d6.(1I).4s.4p.(3P*)  u3H*       9  9  None T5720          L11631  
  3357.28397   None    None   None  7376.764  37162.746  3d7.(4F).4s           a5F       3d7.(4F).4p           y3F*       9  7  None None           L11631  
  3357.3642    None    None   None 29320.026  59105.296  3d6.4s2               b3D       3d6.4s.(4D).5p         5P*       3  5  None None           L11631  
  3357.36536 1.56e+06 -1.880  C+   18378.186  48163.446  3d6.4s2               a3P2      3d5.(6S).4s2.4p       v5P*       5  5  None T5720          L11631 
  3357.64830   None    None   None 24574.655  54357.405  3d7.(2G).4s           a1G       3d7.(4F).5p            3G*       9  7  None None           L11631  
  3360.45128   None    None   None  6928.268  36686.176  3d7.(4F).4s           a5F       3d7.(4F).4p           y3F*      11  9  None None           L11631  
  3360.7737    None    None   None 26627.609  56382.662  3d7.(2H).4s           b3H       3d6.(1I).4s.4p.(3P*)  u3H*       9  11 None None           L11631  
  3361.8918    None    None   None 19552.478  49297.635  3d6.4s2               a3P2      3d6.(3F2).4s.4p.(3P*) v3D*       3  3  None None           L11631  
  3362.91534   None    None   None 22946.816  52682.920  3d7.(4P).4s           b3P       3d7.(2D2).4p          t3D*       3  5  None None           L11631 
  3363.23304   None    None   None 24118.819  53852.114  3d6.4s2               b3G       3d7.(4F).5p            5G*       9  9  None None           L11631  
  3365.2300    None    None   None 25091.599  54807.250  3d7.(2P).4s           c3P       3d7.(4F).5p            3D*       1  3  None None           L11631  
  3367.7526    None    None   None 21715.732  51409.124  3d7.(2G).4s           a3G       3d6.(3G).4s.4p.(3P*)  x3H*      11  9  None None           L11631  
  3367.83126   None    None   None 17726.988  47419.687  3d7.(4P).4s           a5P       3d6.(3P2).4s.4p.(3P*)  1D*       5  5  None None           L11631  
  3368.12119   None    None   None 19552.478  49242.621  3d6.4s2               a3P2      3d6.(3F2).4s.4p.(3P*) v3D*       3  5  None None           L11631 
  3368.1839    None    None   None 27394.691  57084.281  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.4s.(6D).5d         7F        7  7  None None           L11631  
  3370.10670   None    None   None 19788.251  49460.902  3d6.4s2               a3H       3d7.(2G).4p           v3G*       9  11 None None           L11631  
  3370.5150  2.15e+07 -0.482  B    21999.130  51668.186  3d7.(2G).4s           a3G       3d7.(2H).4p           u3G*       9  9  None T5720          L11631  
  3371.75129 2.89e+07 -0.266  B    21715.732  51373.910  3d7.(2G).4s           a3G       3d7.(2H).4p           u3G*      11  11 None T5720          L11631  
  3373.04202 1.30e+06 -1.955  B    17550.181  47197.010  3d7.(4P).4s           a5P       3d6.(3F2).4s.4p.(3P*) x3F*       7  5  None T5720          L11631 
  3373.3114    None    None   None 24118.819  53763.280  3d6.4s2               b3G       3d7.(2D2).4p          x1F*       9  7  None None           L11631  
  3374.8384  2.82e+05 -2.276  C    21999.130  51630.178  3d7.(2G).4s           a3G       3d6.(3H).4s.4p.(3P*)   1H*       9  11 None T5720          L11631  
  3375.15966   None    None   None 17927.382  47555.610  3d7.(4P).4s           a5P       3d7.(4P).4p           y3S*       3  3  None None           L11631  
  3377.4587    None    None   None 29469.024  59077.084  3d6.(5D).4s.4p.(3P*)  z5P*      59077e                 None      5  3  None None           L11631  
  3379.64895   None    None   None 21715.732  51304.604  3d7.(2G).4s           a3G       3d7.(2D2).4p          v3F*      11  9  None None           L11631 
  3379.70297   None    None   None 18378.186  47966.585  3d6.4s2               a3P2      3d5.(6S).4s2.4p       v5P*       5  7  None None           L11631  
  3379.98809 4.59e+06 -1.406  B    17550.181  47136.084  3d7.(4P).4s           a5P       3d7.(4P).4p           w3D*       7  5  None T5720          L11631  
  3381.08050 1.66e+07 -0.701  B    22249.429  51825.773  3d7.(2G).4s           a3G       3d7.(2H).4p           u3G*       7  7  None T5720          L11631  
  3381.7189    None    None   None 24772.018  54342.779  3d7.(2P).4s           c3P       3d7.(4F).5p            3D*       3  5  None None           L11631  
  3382.3044  2.71e+06 -1.856  C    22946.816  52512.457  3d7.(4P).4s           b3P       3d7.(2P).4p           u3D*       3  3  None T5720          L11631 
  3383.37309 7.97e+05 -1.910  C+   17550.181  47106.484  3d7.(4P).4s           a5P       3d6.(3H).4s.4p.(3P*)  z3H*       7  9  None T5720          L11631  
  3384.66299 8.33e+06 -1.368  B    17726.988  47272.027  3d7.(4P).4s           a5P       3d7.(4P).4p           w3D*       5  3  None T5720          L11631  
  3384.95033 6.52e+06 -1.106  B    17550.181  47092.712  3d7.(4P).4s           a5P       3d6.(3F2).4s.4p.(3P*) x3F*       7  7  None T5720          L11631  
  3386.4075    None    None   None 23783.619  53313.438  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  y1H*      11  11 None None           L11631  
  3388.37787   None    None   None 22249.429  51762.076  3d7.(2G).4s           a3G       3d6.(3H).4s.4p.(3P*)  x1D*       7  5  None None           L11631 
  3388.5901    None    None   None 29469.024  58979.823  3d6.(5D).4s.4p.(3P*)  z5P*      3d6.4s.(4D).4d         3D        5  5  None None           L11631  
  3388.5914    None    None   None 27559.583  57070.371  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.4s.(6D).5d         7D        5  7  None None           L11631  
  3389.59094   None    None   None 24335.766  53837.851  3d7.(2P).4s           c3P       3d7.(4F).5p            3D*       5  7  None None           L11631  
  3390.71496   None    None   None 17927.382  47419.687  3d7.(4P).4s           a5P       3d6.(3P2).4s.4p.(3P*)  1D*       3  5  None None           L11631  
  3392.9831    None    None   None 24335.766  53808.356  3d7.(2P).4s           c3P       3d7.(2P).4p           x3S*       5  3  None None           L11631 
  3393.2777    None    None   None 27559.583  57029.614  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.4s.(6D).5d         7F        5  5  None None           L11631  
  3393.27877 9.93e+06 -1.067  C+   17726.988  47197.010  3d7.(4P).4s           a5P       3d6.(3F2).4s.4p.(3P*) x3F*       5  5  None T5720          L11631  
  3393.62597 1.88e+07 -0.644  B    17550.181  47017.188  3d7.(4P).4s           a5P       3d7.(4P).4p           w3D*       7  7  None T5720          L11631  
  3394.3516    None    None   None 23051.750  52512.457  3d7.(4P).4s           b3P       3d7.(2P).4p           u3D*       1  3  None None           L11631  
  3394.8869    None    None   None 29056.324  58512.387  3d6.(5D).4s.4p.(3P*)  z5P*      3d6.4s.(4D).4d         5F        7  5  None None           L11631 
  3395.05141 4.82e+05 -2.235  C+   19788.251  49242.886  3d6.4s2               a3H       3d7.(2G).4p           w3F*       9  7  None T5720          L11631  
  3395.55737 8.70e+06 -1.345  B    17726.988  47177.234  3d7.(4P).4s           a5P       3d7.(4P).4p           u5D*       5  3  None T5720          L11631  
  3397.35236   None    None   None  7728.060  37162.746  3d7.(4F).4s           a5F       3d7.(4F).4p           y3F*       7  7  None None           L11631  
  3397.95034 4.33e+05 -2.427  D+    7728.060  37157.566  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(1P*)  y5P*       7  5  None T5720          L11631  
  3398.1804    None    None   None 24335.766  53763.280  3d7.(2P).4s           c3P       3d7.(2D2).4p          x1F*       5  7  None None           L11631 
  3398.5269    None    None   None 24338.767  53763.280  3d6.4s2               b3G       3d7.(2D2).4p          x1F*       7  7  None None           L11631  
  3398.61275 1.29e+05 -3.174  D     7985.785  37409.555  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(1P*)  y5P*       5  3  None T5720          L11631  
  3399.1919  6.15e+05 -2.018  C+   22249.429  51668.186  3d7.(2G).4s           a3G       3d7.(2H).4p           u3G*       7  9  None T6110          L11631  
  3400.2047    None    None   None 21999.130  51409.124  3d7.(2G).4s           a3G       3d6.(3G).4s.4p.(3P*)  x3H*       9  9  None None           L11631  
  3400.30853 2.76e+07 -0.621  B    17726.988  47136.084  3d7.(4P).4s           a5P       3d7.(4P).4p           w3D*       5  5  None T5720          L11631 
  3402.49447 7.19e+05 -2.059  C+    7376.764  36766.966  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(1P*)  y5P*       9  7  None T5720          L11631  
  3403.2319  2.19e+07 -0.306  C+   26105.908  55489.742  3d7.(2H).4s           b3H       3d6.(1G2).4s.4p.(3P*) v3H*      13  13 None T5720          L11631  
  3404.2661  3.98e+06 -1.315  C+   22838.323  52213.230  3d7.(4P).4s           b3P       3d7.(2D2).4p          t3D*       5  7  None T5720          L11631  
  3404.62482 1.8e-01   None   D        0.000  29371.812  3d6.4s2               a5D       3d6.4s2               b3D        9  7   M1  T6409          None    
  3405.24681 3.02e+05 -2.581  C     8154.714  37521.161  3d7.(4F).4s           a5F       3d7.(4F).4p           y3F*       3  5  None T5720          L11631 
  3405.27766   None    None   None 21999.130  51365.311  3d7.(2G).4s           a3G       3d7.(2D2).4p          v3F*       9  7  None None           L11631  
  3405.33065 1.09e+07 -0.878  B    17726.988  47092.712  3d7.(4P).4s           a5P       3d6.(3F2).4s.4p.(3P*) x3F*       5  7  None T5720          L11631  
  3406.8084    None    None   None 21715.732  51068.718  3d7.(2G).4s           a3G       3d6.(3G).4s.4p.(3P*)  x3H*      11  11 None None           L11631  
  3407.4142  2.7e+07  -0.63   D+   26406.465  55754.233  3d7.(2D2).4s          a3D       3d7.(2D2).4p          w1D*       3  5  None T2491n         L11631  
  3407.77678 2.08e+07 -0.964  B    17927.382  47272.027  3d7.(4P).4s           a5P       3d7.(4P).4p           w3D*       3  3  None T5720          L11631 
  3407.8113    None    None   None 29732.736  59077.084  3d6.(5D).4s.4p.(3P*)  z5P*      59077e                 None      3  3  None None           L11631  
  3408.43699 6.09e+07 -0.020  B    17550.181  46889.142  3d7.(4P).4s           a5P       3d6.(3F2).4s.4p.(3P*) x3F*       7  9  None T5720          L11631  
  3408.50960 1.88e+06 -1.786  B    17550.181  46888.517  3d7.(4P).4s           a5P       3d7.(4P).4p           u5D*       7  5  None T5720          L11631  
  3410.56618   None    None   None 19788.251  49108.896  3d6.4s2               a3H       3d7.(2G).4p           w3F*       9  9  None None           L11631  
  3411.00522   None    None   None 24574.655  53891.526  3d7.(2G).4s           a1G       3d6.(3D).4s.4p.(3P*)   5D*       9  7  None None           L11631 
  3411.1473  5.07e+07 -0.355  C+   27543.003  56858.653  3d7.(2P).4s           a1P       3d6.(1G2).4s.4p.(3P*) u3F*       3  5  None T5720          L11631  
  3411.87329 3.10e+04 -3.313  D+    7376.764  36686.176  3d7.(4F).4s           a5F       3d7.(4F).4p           y3F*       9  9  None T5720          L11631  
  3412.1041    None    None   None 21715.732  51023.162  3d7.(2G).4s           a3G       3d6.(3G).4s.4p.(3P*)  x3H*      11  13 None None           L11631  
  3412.33177 6.0e+06  -1.02   D+   21999.130  51304.604  3d7.(2G).4s           a3G       3d7.(2D2).4p          v3F*       9  9  None T2491n         L11631  
  3414.11120 3.23e+07 -0.404  B    17726.988  47017.188  3d7.(4P).4s           a5P       3d7.(4P).4p           w3D*       5  7  None T5720          L11631 
  3416.51080 4.64e+06 -1.392  C+   17927.382  47197.010  3d7.(4P).4s           a5P       3d6.(3F2).4s.4p.(3P*) x3F*       3  5  None T5720          L11631  
  3417.0276    None    None   None 27166.820  56432.021  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.4s.(6D).5d         7D        9  11 None None           L11631  
  3417.26174   None    None   None 24574.655  53837.851  3d7.(2G).4s           a1G       3d7.(4F).5p            3D*       9  7  None None           L11631  
  3418.23769   None    None   None  8154.714  37409.555  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(1P*)  y5P*       3  3  None None           L11631  
  3418.82072 4.01e+07 -0.676  B    17927.382  47177.234  3d7.(4P).4s           a5P       3d7.(4P).4p           u5D*       3  3  None T5720          L11631 
  3419.1440    None    None   None 29732.736  58979.823  3d6.(5D).4s.4p.(3P*)  z5P*      3d6.4s.(4D).4d         3D        3  5  None None           L11631  
  3419.4874  9.88e+07 -0.761  B    17927.382  47171.531  3d7.(4P).4s           a5P       3d7.(4P).4p           u5D*       3  1  None T5720          L11631  
  3420.12516   None    None   None 24118.819  53357.515  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  x3F*       9  7  None None           L11631  
  3420.6741    None    None   None 22946.816  52180.820  3d7.(4P).4s           b3P       3d7.(2P).4p            1P*       3  3  None None           L11631  
  3423.4740    None    None   None 24574.655  53784.750  3d7.(2G).4s           a1G       3d7.(4F).5p            5D*       9  7  None None           L11631 
  3423.63724 1.38e+07 -0.917  B    17927.382  47136.084  3d7.(4P).4s           a5P       3d7.(4P).4p           w3D*       3  5  None T5720          L11631  
  3425.26611 1.61e+07 -0.703  B    17550.181  46744.993  3d7.(4P).4s           a5P       3d7.(4P).4p           u5D*       7  7  None T5720          L11631  
  3425.9921  2.57e+07 -0.500  C+   24574.655  53763.280  3d7.(2G).4s           a1G       3d7.(2D2).4p          x1F*       9  7  None T5720          L11631  
  3427.30736 4.52e+06 -1.622  B    18378.186  47555.610  3d6.4s2               a3P2      3d7.(4P).4p           y3S*       5  3  None T5720          L11631  
  3427.36174 9.99e+05 -1.909  B     7985.785  37162.746  3d7.(4F).4s           a5F       3d7.(4F).4p           y3F*       5  7  None T5720          L11631 
  3427.36974   None    None   None 17550.181  46727.074  3d7.(4P).4s           a5P       3d6.(3P2).4s.4p.(3P*) y3P*       7  5  None None           L11631  
  3427.61045 1.94e+07 -0.989  B    17726.988  46901.832  3d7.(4P).4s           a5P       3d6.(3P2).4s.4p.(3P*) y3P*       5  3  None T5720          L11631  
  3427.6482  1.07e+07 -0.684  B    26351.040  55525.562  3d7.(2H).4s           b3H       3d6.(1G2).4s.4p.(3P*) v3H*      11  11 None T5720          L11631  
  3427.97034 2.83e+05 -2.604  D+    7985.785  37157.566  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(1P*)  y5P*       5  5  None T5720          L11631  
  3428.10195 5.04e+07 -0.098  B    17550.181  46720.842  3d7.(4P).4s           a5P       3d7.(4P).4p           u5D*       7  9  None T5720          L11631 
  3428.9923    None    None   None 26627.609  55790.696  3d7.(2H).4s           b3H       3d6.(1G2).4s.4p.(3P*) s3G*       9  7  None None           L11631  
  3429.17547 1.71e+07 -0.822  B    17726.988  46888.517  3d7.(4P).4s           a5P       3d7.(4P).4p           u5D*       5  5  None T5720          L11631  
  3429.7317    None    None   None 29056.324  58213.124  3d6.(5D).4s.4p.(3P*)  z5P*      3d6.4s.(4D).4d         5P        7  5  None None           L11631  
  3432.79538 5.53e+06 -1.165  B    22838.323  51969.101  3d7.(4P).4s           b3P       3d7.(2P).4p           u3D*       5  7  None T5720          L11631  
  3432.8284    None    None   None 26623.735  55754.233  3d7.(2D2).4s          a3D       3d7.(2D2).4p          w1D*       5  5  None None           L11631 
  3434.55163   None    None   None 22249.429  51365.311  3d7.(2G).4s           a3G       3d7.(2D2).4p          v3F*       7  7  None None           L11631  
  3438.03006   None    None   None 24574.655  53661.079  3d7.(2G).4s           a1G       3d7.(4F).5p            5F*       9  7  None None           L11631  
  3438.9339    None    None   None 26351.040  55429.819  3d7.(2H).4s           b3H       3d6.(1G2).4s.4p.(3P*) s3G*      11  11 None None           L11631  
  3439.2913    None    None   None 29056.324  58132.081  3d6.(5D).4s.4p.(3P*)  z5P*      3d6.4s.(4D).4d         5F        7  7  None None           L11631  
  3440.0212    None    None   None 21999.130  51068.718  3d7.(2G).4s           a3G       3d6.(3G).4s.4p.(3P*)  x3H*       9  11 None None           L11631 
