 #lambda[Å] A_ki[s⁻¹]   loggf   Acc  Ei[cm⁻¹] Ek[cm⁻¹]   cfg_i             term_i   cfg_k               term_k    gi  gk rtype  ref1   ref2
  3717.679  1.48e+07   -1.036 None  163232.2  190130.7   3p5.4s             3P*     3p5.4p             3P          3  3  None  T8304   L3490
  3722.412  1.44e+08   -0.047 None  188150.3  215014.6   3p5.4p             1D      3p5.(2P*<1/2>).5s  2[1/2]*     5  3  None  T8304   L3490
  3740.163  2.36e+07   -0.828 None  162502.7  189239.5   3p5.4s             3P*     3p5.4p             1P          5  3  None  T8304   L3490
  3745.514  1.07e+07   -1.171 None  163432.1  190130.7   3p5.3d             3P*     3p5.4p             3P          1  3  None  T8304   L3490
  3757.704  4.40e+07   -0.332 None  189239.5  215851.5   3p5.4p             1P      3p5.4d             3P*         3  5  None  T8304   L3490
  3768.493  1.01e+08   -0.667 None  163232.2  189768.0   3p5.4s             3P*     3p5.4p             3P          3  1  None  T8304   L3490
  3784.267  1.49e+08    0.204 None  163232.2  189657.4   3p5.4s             3P*     3p5.4p             3P          3  5  None  T8304   L3490
  3801.241  2.75e+08    0.252 None  186681.4  212988.6   3p5.4p             3D      3p5.(2P*<3/2>).5s  2[3/2]*     5  3  None  T8304   L3490
  3817.653  2.42e+08    0.422 None  189657.4  215851.5   3p5.4p             3P      3p5.4d             3P*         5  5  None  T8304   L3490
  3818.630  5.73e+08    0.797 None  186383.8  212571.2   3p5.4p             3D      3p5.(2P*<3/2>).5s  2[3/2]*     7  5  None  T8304   L3490
  3822.425  6.88e+06   -1.345 None  189239.5  215400.9   3p5.4p             1P      3p5.4d             3P*         3  3  None  T8304   L3490
  3845.074  1.12e+07   -1.128 None  163232.2  189239.5   3p5.4s             3P*     3p5.4p             1P          3  3  None  T8304   L3490
  3862.525  1.26e+08    0.149 None  186681.4  212571.2   3p5.4p             3D      3p5.(2P*<3/2>).5s  2[3/2]*     5  5  None  T8304   L3490
  3874.858  2.91e+07   -0.707 None  163432.1  189239.5   3p5.3d             3P*     3p5.4p             1P          1  3  None  T8304   L3490
  3879.713  9.88e+07   -0.175 None  189239.5  215014.6   3p5.4p             1P      3p5.(2P*<1/2>).5s  2[1/2]*     3  3  None  T8304   L3490
  3884.476  1.71e+08    0.065 None  189657.4  215400.9   3p5.4p             3P      3p5.4d             3P*         5  3  None  T8304   L3490
  3887.904  2.01e+07   -0.643 None  190130.7  215851.5   3p5.4p             3P      3p5.4d             3P*         3  5  None  T8304   L3490
  3899.000  3.63e+08    0.617 None  162502.7  188150.3   3p5.4s             3P*     3p5.4p             1D          5  5  None  T8304   L3490
  3900.354  5.16e+06   -1.452 None  164492.0  190130.7   3p5.3d             3P*     3p5.4p             3P          3  3  None  T8304   L3490
  3901.236  7.75e+07   -0.275 None  189768.0  215400.9   3p5.4p             3P      3p5.4d             3P*         1  3  None  T8304   L3490
  3924.15   5.55e+07   -0.892 None  189239.5  214722.7   3p5.4p             1P      3p5.(2P*<1/2>).5s  2[1/2]*     3  1  None  T8304   L3490
  3927.483  1.36e+08   -0.025 None  187527.0  212988.6   3p5.4p             3D      3p5.(2P*<3/2>).5s  2[3/2]*     3  3  None  T8304   L3490
  3935.52   7.10e+08    0.916 None  201957.6  227367.2   3p5.3d             1P*     3p5.(2P*<3/2>).4f  2[5/2]      3  5  None  T8304   L3490
  3943.653  1.86e+08    0.114 None  189657.4  215014.6   3p5.4p             3P      3p5.(2P*<1/2>).5s  2[1/2]*     5  3  None  T8304   L3490
  3956.322  8.86e+07   -0.682 None  164492.0  189768.0   3p5.3d             3P*     3p5.4p             3P          3  1  None  T8304   L3490
  3957.231  9.07e+07   -0.195 None  190130.7  215400.9   3p5.4p             3P      3p5.4d             3P*         3  3  None  T8304   L3490
  3960.929  3.25e+06   -1.640 None  189768.0  215014.6   3p5.4p             3P      3p5.(2P*<1/2>).5s  2[1/2]*     1  3  None  T8304   L3490
  3967.813  4.71e+07   -0.477 None  164927.9  190130.7   3p5.3d             3P*     3p5.4p             3P          5  3  None  T8304   L3490
  3973.67   5.88e+08    0.843 None  201957.6  227123.2   3p5.3d             1P*     3p5.(2P*<3/2>).4f  2[3/2]      3  5  None  T8304  L12188
  3973.710  4.43e+07   -0.280 None  164492.0  189657.4   3p5.3d             3P*     3p5.4p             3P          3  5  None  T8304  L12188
  3992.941  2.29e+07   -0.563 None  187527.0  212571.2   3p5.4p             3D      3p5.(2P*<3/2>).5s  2[3/2]*     3  5  None  T8304  L12188
  3996.116  4.61e+07   -0.480 None  162502.7  187527.0   3p5.4s             3P*     3p5.4p             3D          5  3  None  T8304   L3490
  4002.35   1.50e+08    0.034 None  165145.4  190130.7   3p5.4s             3P*     3p5.4p             3P          1  3  None  T8304   L3490
  4013.147  4.37e+07   -0.278 None  163232.2  188150.3   3p5.4s             3P*     3p5.4p             1D          3  5  None  T8304   L3490
  4018.663  6.75e+07   -0.310 None  190130.7  215014.6   3p5.4p             3P      3p5.(2P*<1/2>).5s  2[1/2]*     3  3  None  T8304   L3490
  4026.040  1.10e+08   -0.096 None  188150.3  212988.6   3p5.4p             1D      3p5.(2P*<3/2>).5s  2[3/2]*     5  3  None  T8304   L3490
  4040.812  4.08e+07   -0.523 None  164492.0  189239.5   3p5.3d             3P*     3p5.4p             1P          3  3  None  T8304   L3490
  4043.753  9.30e+07    0.057 None  164927.9  189657.4   3p5.3d             3P*     3p5.4p             3P          5  5  None  T8304   L3490
  4066.37   2.30e+07   -1.244 None  190130.7  214722.7   3p5.4p             3P      3p5.(2P*<1/2>).5s  2[1/2]*     3  1  None  T8304   L3490
  4094.853  1.60e+08    0.303 None  188150.3  212571.2   3p5.4p             1D      3p5.(2P*<3/2>).5s  2[3/2]*     5  5  None  T8304   L3490
  4113.263  1.36e+07   -0.985 None  164927.9  189239.5   3p5.3d             3P*     3p5.4p             1P          5  3  None  T8304   L3490
  4116.107  2.34e+08    0.251 None  163232.2  187527.0   3p5.4s             3P*     3p5.4p             3D          3  3  None  T8304   L3490
  4135.871  2.31e+08    0.472 None  162502.7  186681.4   3p5.4s             3P*     3p5.4p             3D          5  5  None  T8304   L3490
  4150.256  1.68e+08    0.114 None  163432.1  187527.0   3p5.3d             3P*     3p5.4p             3D          1  3  None  T8304  L12188
  4150.39   4.41e+07   -0.466 None  165145.4  189239.5   3p5.4s             3P*     3p5.4p             1P          1  3  None  T8304  L12188
  4187.412  1.03e+09    1.278 None  162502.7  186383.8   3p5.4s             3P*     3p5.4p             3D          5  7  None  T8304   L3490
  4210.69   4.37e+07   -0.458 None  189239.5  212988.6   3p5.4p             1P      3p5.(2P*<3/2>).5s  2[3/2]*     3  3  None  T8304   L3490
  4224.15   2.30e+08    0.266 None  166457.3  190130.7   3p5.4s             1P*     3p5.4p             3P          3  3  None  T8304   L3490
  4226.85   9.42e+07    0.101 None  164492.0  188150.3   3p5.3d             3P*     3p5.4p             1D          3  5  None  T8304   L3490
  4264.54   3.91e+08    0.727 None  163232.2  186681.4   3p5.4s             3P*     3p5.4p             3D          3  5  None  T8304   L3490
  4286.02   9.52e+06   -0.882 None  189239.5  212571.2   3p5.4p             1P      3p5.(2P*<3/2>).5s  2[3/2]*     3  5  None  T8304  L12188
  4286.11   6.97e+06   -1.240 None  189657.4  212988.6   3p5.4p             3P      3p5.(2P*<3/2>).5s  2[3/2]*     5  3  None  T8304  L12188
  4289.88   1.16e+07   -1.495 None  166457.3  189768.0   3p5.4s             1P*     3p5.4p             3P          3  1  None  T8304   L3490
  4306.19   8.66e+07    0.081 None  164927.9  188150.3   3p5.3d             3P*     3p5.4p             1D          5  5  None  T8304   L3490
  4306.52   4.52e+07   -0.424 None  189768.0  212988.6   3p5.4p             3P      3p5.(2P*<3/2>).5s  2[3/2]*     1  3  None  T8304  L12188
  4310.32   4.19e+08    0.766 None  166457.3  189657.4   3p5.4s             1P*     3p5.4p             3P          3  5  None  T8304   L3490
  4341.22   6.52e+07   -0.258 None  164492.0  187527.0   3p5.3d             3P*     3p5.4p             3D          3  3  None  T8304   L3490
  4364.19   5.88e+07   -0.076 None  189657.4  212571.2   3p5.4p             3P      3p5.(2P*<3/2>).5s  2[3/2]*     5  5  None  T8304   L3490
  4389.39   1.80e+08    0.193 None  166457.3  189239.5   3p5.4s             1P*     3p5.4p             1P          3  3  None  T8304   L3490
  4424.95   7.76e+06   -1.165 None  164927.9  187527.0   3p5.3d             3P*     3p5.4p             3D          5  3  None  T8304   L3490
  4456.23   2.93e+07   -0.360 None  190130.7  212571.2   3p5.4p             3P      3p5.(2P*<3/2>).5s  2[3/2]*     3  5  None  T8304   L3490
  4467.95   5.20e+07   -0.331 None  165145.4  187527.0   3p5.4s             3P*     3p5.4p             3D          1  3  None  T8304   L3490
  4506.51   8.27e+04   -3.122 None  215014.6  237204.7   3p5.(2P*<1/2>).5s  2[1/2]* 3p5.(2P*<3/2>).5f  2[3/2]      3  3  None  T8304  L12188
  4506.65   6.16e+07   -0.028 None  164492.0  186681.4   3p5.3d             3P*     3p5.4p             3D          3  5  None  T8304  L12188
  4596.96   1.24e+07   -0.707 None  164927.9  186681.4   3p5.3d             3P*     3p5.4p             3D          5  5  None  T8304   L3490
  4609.78   2.10e+08    0.524 None  166457.3  188150.3   3p5.4s             1P*     3p5.4p             1D          3  5  None  T8304   L3490
  4660.72   1.49e+07   -0.469 None  164927.9  186383.8   3p5.3d             3P*     3p5.4p             3D          5  7  None  T8304   L3490
  4746.15   4.28e+05   -2.363 None  166457.3  187527.0   3p5.4s             1P*     3p5.4p             3D          3  3  None  T8304   L3490
  4830.59   2.52e+08    0.422 None  162502.7  183204.1   3p5.4s             3P*     3p5.4p             3S          5  3  None  T8304   L3490
  4940.13   4.29e+07   -0.327 None  194772.2  215014.6   3p5.4p             1S      3p5.(2P*<1/2>).5s  2[1/2]*     1  3  None  T8304   L3490
  4944.60   1.25e+07   -0.640 None  166457.3  186681.4   3p5.4s             1P*     3p5.4p             3D          3  5  None  T8304   L3490
  5007.04   1.11e+08    0.097 None  163232.2  183204.1   3p5.4s             3P*     3p5.4p             3S          3  3  None  T8304   L3490
  5057.66   3.28e+07   -0.423 None  163432.1  183204.1   3p5.3d             3P*     3p5.4p             3S          1  3  None  T8304   L3490
  5311.72   1.50e+07   -0.499 None  170831.1  189657.4   3p5.3d             3F*     3p5.4p             3P          7  5  None  T8304   L3490
  5471.60   2.07e+07   -0.555 None  164927.9  183204.1   3p5.3d             3P*     3p5.4p             3S          5  3  None  T8304   L3490
  5489.55   2.63e+07   -0.448 None  194772.2  212988.6   3p5.4p             1S      3p5.(2P*<3/2>).5s  2[3/2]*     1  3  None  T8304   L3490
  5514.26   2.06e+06   -1.328 None  171522.6  189657.4   3p5.3d             3F*     3p5.4p             3P          5  5  None  T8304   L3490
  5537.50   2.11e+06   -1.536 None  165145.4  183204.1   3p5.4s             3P*     3p5.4p             3S          1  3  None  T8304   L3490
  5644.33   1.38e+07   -0.704 None  171522.6  189239.5   3p5.3d             3F*     3p5.4p             1P          5  3  None  T8304  L12188
  5773.94   8.32e+06   -0.682 None  170831.1  188150.3   3p5.3d             3F*     3p5.4p             1D          7  5  None  T8304   L3490
  5971.29   1.35e+06   -1.665 None  166457.3  183204.1   3p5.4s             1P*     3p5.4p             3S          3  3  None  T8304   L3490
  6014.07   1.19e+06   -1.491 None  171522.6  188150.3   3p5.3d             3F*     3p5.4p             1D          5  5  None  T8304   L3490
  6121.97   1.68e+08    0.820 None  170049.2  186383.8   3p5.3d             3F*     3p5.4p             3D          9  7  None  T8304   L3490
  6248.28   6.13e+07    0.032 None  171522.6  187527.0   3p5.3d             3F*     3p5.4p             3D          5  3  None  T8304   L3490
  6309.02   8.91e+07    0.425 None  170831.1  186681.4   3p5.3d             3F*     3p5.4p             3D          7  5  None  T8304   L3490
  6429.76   1.56e+07   -0.170 None  170831.1  186383.8   3p5.3d             3F*     3p5.4p             3D          7  7  None  T8304   L3490
  6596.83   1.18e+07   -0.415 None  171522.6  186681.4   3p5.3d             3F*     3p5.4p             3D          5  5  None  T8304   L3490
