  82015.8074  12  3s3p.(3PO).6d  4P* o TOPBASE
  82156.3809  14  3s3p.(3PO).6f  2F  e TOPBASE
  82158.9048  28  3s3p.(3PO).6f  4F  e TOPBASE
  82215.2001  36  3s3p.(3PO).6g  4G* o TOPBASE 
  82215.2001  18  3s3p.(3PO).6g  2G* o TOPBASE 
  82219.9188  36  3s3p.(3PO).6f  4G  e TOPBASE
  82244.0610  44  3s3p.(3PO).6g  4H* o TOPBASE 
  82246.8044  36  3s3p.(3PO).6h  4G  e TOPBASE
  82252.2913  28  3s3p.(3PO).6g  4F* o TOPBASE
  82253.0595  20  3s3p.(3PO).6f  4P  e TOPBASE
  82445.5387  12  3s3p.(3PO).8s  4P* o TOPBASE
  82601.9144  10  3s3p.(3PO).7d  2D* o TOPBASE
  82764.8743  28  3s3p.(3PO).7d  4F* o TOPBASE
  82801.0876  20  3s3p.(3PO).8p  4P  e TOPBASE
  82840.7028   6  3s3p.(3PO).8p  2P  e TOPBASE
  82858.0413  12  3s3p.(3PO).8p  4P  e TOPBASE
  82864.5158   4  3s3p.(3PO).8p  4S  e TOPBASE
  82888.3288  20  3s3p.(3PO).7d  4D* o TOPBASE 
  82909.1789  12  3s3p.(3PO).7d  4P* o TOPBASE
  82996.3103  14  3s3p.(3PO).7f  2F  e TOPBASE
  82998.0661  28  3s3p.(3PO).7f  4F  e TOPBASE
  83034.2795  36  3s3p.(3PO).7g  4G* o TOPBASE 
  83034.3892  18  3s3p.(3PO).7g  2G* o TOPBASE 
  83036.5839  36  3s3p.(3PO).7f  4G  e TOPBASE
  83052.3861  44  3s3p.(3PO).7g  4H* o TOPBASE 
  83055.3490  36  3s3p.(3PO).7h  4G  e TOPBASE
  83057.6535  28  3s3p.(3PO).7g  4F* o TOPBASE
  83057.9827  20  3s3p.(3PO).7f  4P  e TOPBASE
  83181.8761  12  3s3p.(3PO).9s  4P* o TOPBASE
  83275.4821  10  3s3p.(3PO).8d  2D* o TOPBASE
  83388.0726  28  3s3p.(3PO).8d  4F* o TOPBASE
  83412.3245  20  3s3p.(3PO).9p  4P  e TOPBASE
  83436.7959   6  3s3p.(3PO).9p  2P  e TOPBASE
  83449.8547  12  3s3p.(3PO).9p  4P  e TOPBASE
  83453.9150   4  3s3p.(3PO).9p  4S  e TOPBASE
  83468.4003  20  3s3p.(3PO).8d  4D* o TOPBASE 
  83481.6785  12  3s3p.(3PO).8d  4P* o TOPBASE
  83539.4003  14  3s3p.(3PO).8f  2F  e TOPBASE
  83540.6074  28  3s3p.(3PO).8f  4F  e TOPBASE
  83565.1886  36  3s3p.(3PO).8g  4G* o TOPBASE 
  83565.2983  18  3s3p.(3PO).8g  2G* o TOPBASE 
  83566.5055  36  3s3p.(3PO).8f  4G  e TOPBASE
  83577.3694  44  3s3p.(3PO).8g  4H* o TOPBASE 
  83579.6739  36  3s3p.(3PO).8h  4G  e TOPBASE
  83580.8810  28  3s3p.(3PO).8g  4F* o TOPBASE
  83580.9908  20  3s3p.(3PO).8f  4P  e TOPBASE
  83665.1593  12  3s3p.(3PO).10s 4P* o TOPBASE
  83725.4051  10  3s3p.(3PO).9d  2D* o TOPBASE
  83805.9523  28  3s3p.(3PO).9d  4F* o TOPBASE
  83823.0713  20  3s3p.(3PO).10p 4P  e TOPBASE
  83839.3124   6  3s3p.(3PO).10p 2P  e TOPBASE
  83849.0791  12  3s3p.(3PO).10p 4P  e TOPBASE
  83851.8225   4  3s3p.(3PO).10p 4S  e TOPBASE
  83861.2599  20  3s3p.(3PO).9d  4D* o TOPBASE 
  83870.2584  12  3s3p.(3PO).9d  4P* o TOPBASE
  83910.5320  14  3s3p.(3PO).9f  2F  e TOPBASE
  83911.4098  28  3s3p.(3PO).9f  4F  e TOPBASE
  83928.7483  36  3s3p.(3PO).9g  4G* o TOPBASE 
  83928.7483  18  3s3p.(3PO).9g  2G* o TOPBASE 
  83929.5165  36  3s3p.(3PO).9f  4G  e TOPBASE
  83937.3079  44  3s3p.(3PO).9g  4H* o TOPBASE 
  83939.0637  36  3s3p.(3PO).9h  4G  e TOPBASE
