#E[cm⁻¹]      g  configuration
 80432.86    6 44d     2D  e NIST
 80432.86    4 44d     2D  e NIST
 80442.31    2 46s     2S  e NIST
 80444.57    6 45d     2D  e NIST
 80444.57    4 45d     2D  e NIST
 80453.47    2 47s     2S  e NIST
 80455.67    4 46d     2D  e NIST
 80455.67    6 46d     2D  e NIST
 80463.86    2 48s     2S  e NIST
 80465.79    6 47d     2D  e NIST
 80465.79    4 47d     2D  e NIST
 80473.48    2 49s     2S  e NIST
 80475.41    6 47d     2D  e NIST
 80475.41    4 47d     2D  e NIST
 80482.60    2 50s     2S  e NIST
 80686.30    1 5p6     1S  e NIST
