#E[cm⁻¹]      g  configuration
105288.559    4  3d6.(5D).5d_6G
104411.671   10  3d6.(5D).5d_6D    
104705.411    8  3d6.(5D).5d_6D
104828.163    6  3d6.(5D).5d_6D
104588.729    4  3d6.(5D).5d_6D
104757.143    2  3d6.(5D).5d_6D
105407.78    10  3d5.(2D3).4s.4p.(3P*)_4F*   
104505.359    4  3d5.(2D3).4s.4p.(3P*)_4F*
104622.308   14  3d6.(3H).4d_2I    
104765.459   12  3d6.(3H).4d_2I 
104659.146   14  3d5.(2I).4s.4p.(3P*)_4H*   
104816.702   12  3d5.(2I).4s.4p.(3P*)_4H*
104937.71    10  3d5.(2I).4s.4p.(3P*)_4H*
105028.537    8  3d5.(2I).4s.4p.(3P*)_4H*
105317.400    4  3d6.(3P2).4d_2P    
104736.462    2  3d6.(3P2).4d_2P
104739.057    6  3d6.(3F2).4d_4P    
104839.990    4  3d6.(3F2).4d_4P
105086.265    2  3d6.(3F2).4d_4P
104807.215   10  3d6.(3H).4d_2G    
105123.005    8  3d6.(3H).4d_2G
104863.432   12  3d6.(5D).5d_4G    
105211.079   10  3d6.(5D).5d_4G
105449.557    8  3d6.(5D).5d_4G
105630.764    6  3d6.(5D).5d_4G
104873.232    8  3d6.(5D).5d_4D    
105127.773    6  3d6.(5D).5d_4D
105230.291    4  3d6.(5D).5d_4D
104916.552   10  3d6.(3F2).4d_4F    
105518.142    4  3d6.(3F2).4d_4F 
106767.226    8  3d6.(3F2).4d_4F 
106866.770    6  3d6.(3F2).4d_4F 
105460.233    4  3d6.(3F2).4d_4D    
104993.879    8  3d6.(3F2).4d_4D
105379.425    6  3d6.(3F2).4d_4D
105477.924    2  3d6.(3F2).4d_4D
105063.561   12  3d6.(3F2).4d_4G    
105155.093   10  3d6.(3F2).4d_4G
105291.014    8  3d6.(3F2).4d_4G
105414.186    6  3d6.(3F2).4d_4G
105234.246    6  3d6.(3P2).4d_4P    
105238.815    6  3d6.(3P2).4d_2D    
105288.874   14  3d6.(3F2).4d_4H    
105398.876   12  3d6.(3F2).4d_4H
105524.482   10  3d6.(3F2).4d_4H
105589.674    8  3d6.(3F2).4d_4H
106097.530   10  3d6.(3F2).4d_2H    
105763.286   12  3d6.(3F2).4d_2H
106208.574    6  3d6.(3F2).4d_2F    
105775.517    8  3d6.(3F2).4d_2F
106045.712   12  3d6.(3H).4d_2H    
106018.682   10  3d6.(3H).4d_2H
106120.45     2  3d5.(4D).4s.4p.(3P*)_2P*   
106398.405    4  3d5.(4D).4s.4p.(3P*)_2P*
106183.228   14  3d5.(2I).4s.4p.(3P*)_2K*   
106481.329    4  3d5.(4F).4s.4p.(3P*)_6F*   
106649.452   12  3d5.(4F).4s.4p.(3P*)_6F*
106624.631   10  3d5.(4F).4s.4p.(3P*)_6F*
106478.067    8  3d5.(4F).4s.4p.(3P*)_6F*
106476.196    2  3d5.(4F).4s.4p.(3P*)_6F*
106279.329    6  3d5.(4F).4s.4p.(3P*)_6F*
106361.238   10  3d6.(5D).6p_6D*   
106608.565    8  3d6.(5D).6p_6D*
106814.180    6  3d6.(5D).6p_6D*
107044.220    4  3d6.(5D).6p_6D*
107283.770    2  3d6.(5D).6p_6D*
107219.778   10  3d5.(6S).4p2_8P    
106836.190    8  3d5.(6S).4p2_8P
106405.326    6  3d5.(6S).4p2_8P
106501.029   10  3d5.4s.(7S).4d_6D    
106520.612    8  3d5.4s.(7S).4d_6D
106654.923    6  3d5.4s.(7S).4d_6D
106632.487    4  3d5.4s.(7S).4d_6D
106636.942    2  3d5.4s.(7S).4d_6D
106592.294    6  3d5.(2D3).4s.4p.(3P*)_4P*   
106841.688    4  3d5.(2D3).4s.4p.(3P*)_4P* 
106593.657    6  3d5.4s.(7S).5s_6S    
106690.358   12  3d5.(2I).4s.4p.(3P*)_2H*   
107006.684   10  3d5.(2I).4s.4p.(3P*)_2H*
106709.008   10  3d6.(5D).6p_4F*   
107165.760    8  3d6.(5D).6p_4F*
107736.321    4  3d6.(5D).6p_4F*
106796.679    6  3d6.(5D).5d_4P    
107065.951    4  3d6.(5D).5d_4P
107176.093    2  3d6.(5D).5d_4P
106863.620    8  3d6.(5D).6p_4D*   
107498.510    4  3d6.(5D).6p_4D*
107750.540    2  3d6.(5D).6p_4D*
107655.585    6  3d6.(5D).6p_4D*
107529.849    8  3d6.(5D).6p_6F*   
106892.717   12  3d6.(5D).6p_6F*
107217.854   10  3d6.(5D).6p_6F*
107572.279    6  3d6.(5D).6p_6F*
107605.127    4  3d6.(5D).6p_6F*
107723.200    2  3d6.(5D).6p_6F*
106924.441   10  3d6.(3F2).4d_2G    
106900.373    8  3d6.(3F2).4d_2G
107038.375    8  3d5.(2D3).4s.4p.(3P*)_4D*   
107454.552    2  3d5.(2D3).4s.4p.(3P*)_4D*
107017.932    6  3d5.(2D3).4s.4p.(3P*)_4D*
107163.871    6  3d6.(5D).6p_4P*   
107947.255    4  3d6.(5D).6p_4P*
108086.672    2  3d6.(5D).6p_4P*
107197.107    8  3d6.(5D).6p_6P*   
107525.187    6  3d6.(5D).6p_6P*
107826.940    4  3d6.(5D).6p_6P*
107720.879   12  3d5.(2F1).4s.4p.(3P*)_4G*   
107674.140   10  3d5.(2F1).4s.4p.(3P*)_4G*
107459.780    8  3d5.(2F1).4s.4p.(3P*)_4G*
107298.265    6  3d5.(2F1).4s.4p.(3P*)_4G*
107371.685    6  3d5.(2D1).4s.4p.(3P*)_4D*   
107407.818    6  3d6.(3F2).4d_2D    
107430.742    4  3d6.(3F2).4d_2D
107728.935    6  3d5.(2D3).4s.4p.(3P*)_2D*   
107886.868    8  3d5.(4F).4s.4p.(3P*)_6D*   
107966.642   10  3d5.(4F).4s.4p.(3P*)_6D*
108130.542    6  3d5.(4F).4s.4p.(3P*)_6D*
108191.894    4  3d5.(4F).4s.4p.(3P*)_6D*
108105.938    4  3d6.(3F2).4d_2P    
108133.473   14  3d6.(3G).4d_4H    
108387.934   12  3d6.(3G).4d_4H
108577.597   10  3d6.(3G).4d_4H
108709.424    8  3d6.(3G).4d_4H
108181.564   12  3d6.(3G).4d_4G    
108391.507   10  3d6.(3G).4d_4G
108537.623    8  3d6.(3G).4d_4G
108613.977    6  3d6.(3G).4d_4G
108217.596   10  3d5.(2F1).4s.4p.(3P*)_4F*   
108518.643    8  3d5.(2F1).4s.4p.(3P*)_4F*
108539.473    6  3d5.(2F1).4s.4p.(3P*)_4F*
108778.889    4  3d5.(2F1).4s.4p.(3P*)_4F*
109003.621    4  3d5.(2F1).4s.4p.(3P*)_4D*   
108793.109    2  3d5.(2F1).4s.4p.(3P*)_4D*
108239.375    8  3d5.(2F1).4s.4p.(3P*)_4D*
108337.798   16  3d6.(3G).4d_4I    
108463.918   14  3d6.(3G).4d_4I
108775.110   12  3d6.(3G).4d_4I
108929.031   10  3d6.(3G).4d_4I
108365.344    8  3d6.(3G).4d_4D    
108642.450    6  3d6.(3G).4d_4D
108859.487    4  3d6.(3G).4d_4D
108927.126    2  3d6.(3G).4d_4D
108372.239    4  3d6.(3P2).5p_4S*   
108483.877   12  3d6.(3H).5p_4G*   
108571.060   10  3d6.(3H).5p_4G*
109975.739    8  3d6.(3H).5p_4G*
110016.915    6  3d6.(3H).5p_4G*
108631.052    8  3d5.(4G).4s.4p.(1P*)_4G*   
108629.175    6  3d5.(4G).4s.4p.(1P*)_4G*
108648.712   14  3d6.(1I).5s_2I    
108630.427   12  3d6.(1I).5s_2I
108804.711    8  3d6.(3D).5s_4D    
108712.415    6  3d6.(3D).5s_4D
108662.300    4  3d6.(3D).5s_4D
108667.282    2  3d6.(3D).5s_4D
108729.162   14  3d6.(3H).5p_4H*   
108868.956   10  3d6.(3H).5p_4H*
111595.869   12  3d6.(3H).5p_4H*
111735.854    8  3d6.(3H).5p_4H*
108807.527    6  3d6.(3P2).5p_4P*   
109456.381    4  3d6.(3P2).5p_4P*
109529.028    2  3d6.(3P2).5p_4P*
108809.810   12  3d5.(4G).4s.(5G).4p_4H*   
111651.055   14  3d5.(4G).4s.(5G).4p_4H*
108906.631    8  3d5.(4G).4s.4p.(1P*)_4H*   
108932.616    6  3d6.(3P2).5p_2D*   
109049.611   14  3d6.(3G).4d_2I    
109389.879   12  3d6.(3G).4d_2I
109149.611   14  3d5.(2I).4s.4p.(3P*)_2I*   
109271.932   12  3d5.(2I).4s.4p.(3P*)_2I*
109486.551   12  3d5.4s.(7S).4d_8D    
109474.060   10  3d5.4s.(7S).4d_8D
109463.670    8  3d5.4s.(7S).4d_8D
109455.629    6  3d5.4s.(7S).4d_8D
109449.894    4  3d5.4s.(7S).4d_8D
109550.081    8  3d6.(3P2).5p_4D*   
110506.577    6  3d6.(3P2).5p_4D*
109794.406   12  3d5.(2G2).4s.4p.(3P*)_4H*   
109571.639    8  3d5.(2G2).4s.4p.(3P*)_4H* 
110348.401   14  3d5.(2G2).4s.4p.(3P*)_4H* 
109591.643   16  3d6.(3H).5p_4I*   
109619.704   14  3d6.(3H).5p_4I*
109762.239   12  3d6.(3H).5p_4I*
109912.188   10  3d6.(3H).5p_4I*
109652.241    6  3d6.(3D).5s_2D    
109601.572    4  3d6.(3D).5s_2D
109625.216   10  3d6.(3G).4d_2G    
109901.523    8  3d6.(3G).4d_2G
109683.303   12  3d6.(3G).4d_2H    
110008.310   10  3d6.(3G).4d_2H 
109811.940   10  3d6.(3G).4d_4F    
110167.303    8  3d6.(3G).4d_4F
110428.305    6  3d6.(3G).4d_4F
110609.548    4  3d6.(3G).4d_4F
109849.987   10  3d5.(2H).4s.4p.(3P*)_4G*   
109923.631   14  3d6.(3H).5p_2I*   
110247.006   12  3d6.(3H).5p_2I*
109980.635   12  3d5.(2H).4s.4p.(3P*)_4H*   
110064.966   10  3d6.(3H).5p_2G*   
110413.870    8  3d6.(3H).5p_2G*
110065.766    6  3d6.(3G).4d_2D    
110461.272    4  3d6.(3G).4d_2D
110166.534   10  3d6.(3F2).5p_4F*   
110144.841    8  3d6.(3F2).5p_4F*
110406.879    4  3d6.(3F2).5p_4F*
110568.558    6  3d6.(3F2).5p_4F*
110290.739    6  3d6.(3F1).5p_4D*   
110469.101    8  3d6.(3F2).5p_4D*   
110645.805    4  3d6.(3F2).5p_4D*
110570.312    8  3d6.(3G).4d_2F    
110611.830    6  3d6.(3G).4d_2F
110660.690   10  3d5.(2F1).4s.4p.(3P*)_2G*   
110668.928   12  3d6.(3H).5p_2H*   
110943.996   10  3d6.(3H).5p_2H* 
111443.614   10  3d6.(3F2).5p_2G*   
111744.362    8  3d6.(3F2).5p_2G*
111580.386    8  3d6.(3F2).5p_2F*   
111833.063    6  3d6.(3F2).5p_2F*
112166.376   12  3d5.(2H).4s.4p.(3P*)_4I*   
111644.798   10  3d5.(2H).4s.4p.(3P*)_4I*
111886.812   12  3d6.(3F2).5p_4G*   
111939.932   10  3d6.(3F2).5p_4G*
112072.860    8  3d6.(3F2).5p_4G*
112110.277    6  3d6.(3F2).5p_4G*
112344.103   12  3d5.(4F).4s.4p.(3P*)_4G*   
112057.539   10  3d5.(4F).4s.4p.(3P*)_4G*
112231.439    8  3d6.(3G).5p_4F*   
112397.186   10  3d6.(5D).7s_6D    
112607.597    8  3d6.(5D).7s_6D
112987.144    6  3d6.(5D).7s_6D
113230.351    4  3d6.(5D).7s_6D
113370.112    2  3d6.(5D).7s_6D
112876.116    8  3d6.(5D).7s_4D    
113236.296    6  3d6.(5D).7s_4D
113481.304    4  3d6.(5D).7s_4D
113625.745    2  3d6.(5D).7s_4D
112878.815   12  3d6.(5D<4>).5f_2[5]* 
112939.965   10  3d6.(5D<4>).5f_2[5]*
112882.497    6  3d5.(6S).4p2_6P    
112927.781    4  3d5.(6S).4p2_6P
112966.779    8  3d5.(6S).4p2_6P
112890.534   14  3d6.(5D<4>).5f_2[6]* 
112994.097   12  3d6.(5D<4>).5f_2[6]*
112891.061   10  3d6.(5D<4>).5f_2[4]* 
112912.023    8  3d6.(5D<4>).5f_2[3]* 
112934.300    6  3d6.(5D<4>).5f_2[2]* 
112977.563   16  3d6.(5D<4>).5f_2[7]* 
113010.585   14  3d6.(5D<4>).5f_2[7]*
113040.588   14  3d6.(5D<4>).5g_2[6]  
113040.688   12  3d6.(5D<4>).5g_2[6]
113044.477   12  3d6.(5D<4>).5g_2[5]  
113044.557   10  3d6.(5D<4>).5g_2[5]
113051.461   16  3d6.(5D<4>).5g_2[7]  
113051.600   14  3d6.(5D<4>).5g_2[7]
113056.724   10  3d6.(5D<4>).5g_2[4]  
113056.847    8  3d6.(5D<4>).5g_2[4]
113072.987    8  3d6.(5D<4>).5g_2[3]  
113073.175    6  3d6.(5D<4>).5g_2[3]
113089.408    6  3d6.(5D<4>).5g_2[2]  
113089.554    4  3d6.(5D<4>).5g_2[2]
113090.048   18  3d6.(5D<4>).5g_2[8]  
113089.937   16  3d6.(5D<4>).5g_2[8]
113102.894    4  3d6.(5D<4>).5g_2[1]  
113103.009    2  3d6.(5D<4>).5g_2[1]
113110.519    2  3d6.(5D<4>).5g_2[0]  
113345.643   10  3d6.(5D<3>).5f_2[4]* 
113337.042    8  3d6.(5D<3>).5f_2[4]*
113374.128    8  3d6.(5D<3>).5f_2[3]* 
113344.585    6  3d6.(5D<3>).5f_2[3]*
113354.632   12  3d6.(5D<3>).5f_2[5]* 
113386.658   10  3d6.(5D<3>).5f_2[5]*
113377.340    6  3d6.(5D<3>).5f_2[2]* 
113363.028    4  3d6.(5D<3>).5f_2[2]*
113388.197   14  3d6.(5D<3>).5f_2[6]* 
113417.614   12  3d6.(5D<3>).5f_2[6]*
113493.072   12  3d6.(5D<3>).5g_2[5]  
113493.197   10  3d6.(5D<3>).5g_2[5]
113495.605   14  3d6.(5D<3>).5g_2[6]  
113495.637   12  3d6.(5D<3>).5g_2[6]
113495.846   10  3d6.(5D<3>).5g_2[4]  
113496.028    8  3d6.(5D<3>).5g_2[4]
113501.226    8  3d6.(5D<3>).5g_2[3]  
113501.423    6  3d6.(5D<3>).5g_2[3]
113507.309    6  3d6.(5D<3>).5g_2[2]  
113507.710    4  3d6.(5D<3>).5g_2[2]
113509.167   16  3d6.(5D<3>).5g_2[7]  
113509.161   14  3d6.(5D<3>).5g_2[7]
113512.379    4  3d6.(5D<3>).5g_2[1]  
113512.697    2  3d6.(5D<3>).5g_2[1]
113528.091   12  3d6.(5D).6d_6F    
113557.048   10  3d6.(5D).6d_6F
113753.876    8  3d6.(5D).6d_6F
114307.099    6  3d6.(5D).6d_6F
113674.493    6  3d6.(5D<2>).5f_2[2]* 
113636.931    4  3d6.(5D<2>).5f_2[2]*
113678.307   12  3d6.(5D<2>).5f_2[5]* 
113692.411   10  3d6.(5D<2>).5f_2[4]* 
113680.079    8  3d6.(5D<2>).5f_2[4]*
113682.648    4  3d6.(5D<2>).5f_2[1]* 
113716.636    8  3d6.(5D).6d          113716
113729.889   14  3d6.(5D).6d_6G    
113867.242   12  3d6.(5D).6d_6G
114290.252   10  3d6.(5D).6d_6G
113766.072    6  3d6.(5D<2>).5f_2[3]* 
113795.305    6  3d6.(5D<2>).5g_2[2]  
113795.307    4  3d6.(5D<2>).5g_2[2]
113801.182   14  3d6.(5D<2>).5g_2[6]  
113801.203   12  3d6.(5D<2>).5g_2[6] 
113801.671    8  3d6.(5D<2>).5g_2[3]  
113801.798    6  3d6.(5D<2>).5g_2[3]
113807.203   10  3d6.(5D<2>).5g_2[4]  
113807.477    8  3d6.(5D<2>).5g_2[4]
113809.477   12  3d6.(5D<2>).5g_2[5]  
113809.527   10  3d6.(5D<2>).5g_2[5]
113822.902    4  3d6.(3D).4d_4P    
113858.233    4  3d6.(5D<1>).5f_2[2]* 
113872.758   10  3d6.(5D<1>).5f_2[4]* 
113871.144    8  3d6.(5D<1>).5f_2[4]*
113956.532   10  3d6.(5D).6d_6D    
114173.223    8  3d6.(5D).6d_6D
113934.512    6  3d6.(5D).6d_6D
113982.872    8  3d6.(5D<1>).5g_2[3]  
113982.895    6  3d6.(5D<1>).5g_2[3]
113987.102    8  3d6.(5D<0>).5f_2[3]* 
113991.394   12  3d6.(5D<1>).5g_2[5]  
113991.403   10  3d6.(5D<1>).5g_2[5]
114009.908    8  3d6.(5D).6d_4D    
114021.102   10  3d6.(5D<1>).5g_2[4]  
114021.585    8  3d6.(5D<1>).5g_2[4]
114094.244    6  3d6.(5D).6d          114094
114094.688   10  3d6.(5D<0>).5g_2[4]  
114094.868    8  3d6.(5D<0>).5g_2[4]
114104.465   14  3d6.(3G).5p_4H*   
114101.892   12  3d6.(3G).5p_4H*
114565.532    8  3d6.(3G).5p_4H*
114157.716   12  3d6.(5D).6d_4G    
114482.464   10  3d6.(5D).6d_4G 
114646.097    8  3d6.(5D).6d_4G 
114806.568    6  3d6.(5D).6d_4G 
114160.174   10  3d6.(5D).6d_4F    
114212.377    8  3d6.(5D).6d          114212
114242.513    6  3d6.(5D).6d          114242
114333.701    8  3d6.(5D).6d          114333
114352.875    6  3d6.(5D).6d          114352
114393.845    4  3d6.(5D).6d          114393
114395.468    8  3d6.(5D).6d          114395
114399.170    4  3d6.(5D).6d          114399
114428.410    8  3d6.(5D).6d          114428
114464.872    4  3d6.(5D).6d          114464
114470.803    6  3d6.(5D).6d          114470
114475.826    6  3d6.(5D).6d          114475
114515.453   12  3d6.(3G).5p_2H*   
114770.394   10  3d6.(3G).5p_2H*
114584.409    6  3d6.(5D).6d          114584
114596.462    4  3d6.(5D).6d          114596
114673.754    2  3d6.(5D).6d          114673
114870.874   12  3d6.(3G).5p_4G*   
114877.996   10  3d6.(3G).5p_2G*   
114980.083    8  3d6.(5D).6d_6P    
115047.887    6  3d6.(5D).6d_6P
115009.864    4  3d6.(5D).6d_6P
115030.664   10  3d6.(3D).4d_4F    
115367.230    6  3d5.4s.(5S).5s_6S    
115545.861    4  3d5.4s.(5S).5s_4S    
116334.944   10  3d5.4s.(5S).4d_6D    
116342.274    8  3d5.4s.(5S).4d_6D 
116338.649    6  3d5.4s.(5S).4d_6D 
116335.731    4  3d5.4s.(5S).4d_6D 
116333.201    2  3d5.4s.(5S).4d_6D 
118097.578    6  3d5.4p2_4P    
118277.347    4  3d5.4p2_4P 
118448.303   16  3d6.(5D<4>).6h_2[7]* 
118448.293   14  3d6.(5D<4>).6h_2[7]*
118448.489   14  3d6.(5D<4>).6h_2[6]* 
118448.484   12  3d6.(5D<4>).6h_2[6]*
118451.591   12  3d6.(5D<4>).6h_2[5]* 
118451.591   10  3d6.(5D<4>).6h_2[5]*
118452.702   18  3d6.(5D<4>).6h_2[8]* 
118452.687   16  3d6.(5D<4>).6h_2[8]*
118456.318   10  3d6.(5D<4>).6h_2[4]* 
118456.319    8  3d6.(5D<4>).6h_2[4]*
118461.560    8  3d6.(5D<4>).6h_2[3]* 
118461.566    6  3d6.(5D<4>).6h_2[3]*
118464.124   20  3d6.(5D<4>).6h_2[9]* 
118464.102   18  3d6.(5D<4>).6h_2[9]*
118466.429    6  3d6.(5D<4>).6h_2[2]* 
118466.421    4  3d6.(5D<4>).6h_2[2]*
118470.134    4  3d6.(5D<4>).6h_2[1]* 
118470.124    2  3d6.(5D<4>).6h_2[1]* 
118889.562   14  3d6.(5D<3>).6h_2[6]* 
118889.550   12  3d6.(5D<3>).6h_2[6]*
118890.208   12  3d6.(5D<3>).6h_2[5]* 
118890.203   10  3d6.(5D<3>).6h_2[5]*
118890.610   16  3d6.(5D<3>).6h_2[7]* 
118890.596   14  3d6.(5D<3>).6h_2[7]*
118891.809   10  3d6.(5D<3>).6h_2[7]* 
118891.802    8  3d6.(5D<3>).6h_2[7]*
118893.735    8  3d6.(5D<3>).6h_2[3]* 
118893.733    6  3d6.(5D<3>).6h_2[3]*
118894.16    18  3d6.(5D<3>).6h_2[8]* 
118894.16    16  3d6.(5D<3>).6h_2[8]*
118895.519    6  3d6.(5D<3>).6h_2[2]* 
118895.530    4  3d6.(5D<3>).6h_2[2]*
119191.728    8  3d6.(5D<2>).6h_2[3]* 
119191.735    6  3d6.(5D<2>).6h_2[3]*
119193.03    16  3d6.(5D<2>).6h_2[7]* 
119193.05    14  3d6.(5D<2>).6h_2[7]*
119194.519   10  3d6.(5D<2>).6h_2[4]* 
119194.513    8  3d6.(5D<2>).6h_2[4]*
119196.445   12  3d6.(5D<2>).6h_2[5]* 
119196.443   10  3d6.(5D<2>).6h_2[5]* 
119196.463   14  3d6.(5D<2>).6h_2[6]* 
119196.455   12  3d6.(5D<2>).6h_2[6]*
119379.445   10  3d6.(5D<1>).6h_2[4]* 
119379.372    8  3d6.(5D<1>).6h_2[4]*
119385.52    14  3d6.(5D<1>).6h_2[6]* 
119385.53    12  3d6.(5D<1>).6h_2[6]*
119395.889   12  3d6.(5D<1>).6h_2[5]* 
119395.874   10  3d6.(5D<1>).6h_2[5]*
119483.146   12  3d6.(5D<0>).6h_2[5]* 
119483.129   10  3d6.(5D<0>).6h_2[5]*
121863.975   14  3d6.(3H).6s_4H    
122166.779   10  3d6.(3H).6s_4H 
122297.664    8  3d6.(3H).6s_4H 
122315.037   12  3d6.(3H).6s_2H    
122573.335   10  3d6.(3H).6s_2H 
122355.101   10  3d6.(3P2<2>).4f    
122355.608    8  3d6.(3P2<2>).4f
123007.901   18  3d6.(3H<6>).4f_2[8]* 
122910.924   16  3d6.(3H<6>).4f_2[8]*
122946.458    8  3d6.(3H<6>).4f_2[3]* 
122954.144   20  3d6.(3H<6>).4f_2[9]* 
122952.738   18  3d6.(3H<6>).4f_2[9]*
122988.195   10  3d6.(3H<6>).4f_2[4]* 
123018.433   16  3d6.(3H<6>).4f_2[7]* 
122990.633   14  3d6.(3H<6>).4f_2[7]*
123002.306   12  3d6.(3H<6>).4f_2[5]* 
123026.355   10  3d6.(3H<6>).4f_2[5]*
123015.399   14  3d6.(3H<6>).4f_2[6]* 
123037.483   12  3d6.(3H<6>).4f_2[6]*
123238.446   16  3d6.(3H<5>).4f_2[7]* 
123168.704   14  3d6.(3H<5>).4f_2[7]*
123219.252   18  3d6.(3H<5>).4f_2[8]* 
123193.101   16  3d6.(3H<5>).4f_2[8]*
123249.656   14  3d6.(3H<5>).4f_2[6]* 
123251.479   12  3d6.(3H<5>).4f_2[6]*
123270.356   12  3d6.(3H<5>).4f_2[5]* 
123355.521   14  3d6.(3H<4>).4f_2[6]* 
123441.099   12  3d6.(3H<4>).4f_2[6]*
123396.256   16  3d6.(3H<4>).4f_2[7]* 
123414.735   14  3d6.(3H<4>).4f_2[7]*
123427.132   12  3d6.(3H<4>).4f_2[5]* 
123435.460   10  3d6.(3H<4>).4f_2[5]*
123430.204    6  3d6.(3H<4>).4f_2[3]* 
123460.713   10  3d6.(3H<4>).4f_2[4]* 
123435.246    8  3d6.(3H<4>).4f_2[4]* 
123629.564   10  3d6.(3P2<1>).4f    
124208.730   14  3d6.(3H).5d_4H    
124297.238   16  3d6.(3H).5d_4K    
124400.143   14  3d6.(3F2<4>).4f_2[6]* 
124421.522   16  3d6.(3F2<4>).4f_2[7]* 
124436.424   14  3d6.(3F2<4>).4f_2[7]*
124582.373   16  3d6.(3H).5d_2K    
124661.304   14  3d6.(3F2<3>).4f_2[6]* 
127482.749   12  3d6.(3G<5>).4f_2[6]* 
127484.682   16  3d6.(3G<5>).4f_2[7]* 
127515.212   14  3d6.(3G<5>).4f_2[7]*
127524.138   16  3d6.(3G<5>).4f_2[8]* 
127869.205   12  3d6.(3G<4>).4f_2[5]* 
127875.042   14  3d6.(3G<4>).4f_2[6]* 
127893.010   16  3d6.(3G<4>).4f_2[7]* 
127895.245   14  3d6.(3G<4>).4f_2[7]*
128071.181   12  3d6.(3G<3>).4f_2[5]* 
128055.701   10  3d6.(3G<3>).4f_2[5]*
128110.204   14  3d6.(3G<3>).4f_2[6]* 
128802.555   16  3d6.(3H).5d_4I 
130655.4      9  3d6_5D 
