#E[cm⁻¹]      g  configuration
  62827.75    3  3p6.3d.31p_3D*    
  62830.67    3  3p6.3d.26p_1P*    
  62832.31    3  3p6.3d.30f_3D*    
  62834.11    3  3p6.3d.30f_3P*    
  62836.22    3  3p6.3d.32p_3D*    
  62836.85    3  3p6.3d.25f_1P*    
  62838.45    3  3p6.3d.27p_3P*    
  62840.23    3  3p6.3d.31f_3P*    
  62843.72    3  3p6.3d.33p_3D*    
  62845.27    3  3p6.3d.27p_1P*    
  62848.77    3  3p6.3d.32f_3P*    
  62850.62    3  3p6.3d.34p_3D*    
  62852.33    3  3p6.3d.26f_1P*    
  62853.79    3  3p6.3d.28p_3P*    
  62853.79    3  3p6.3d.33f_3P*    
  62856.56    3  3p6.3d.35p_3D*    
  62858.11    3  3p6.3d.28p_1P*    
  62861.06    3  3p6.3d.34f_3P*    
  62862.60    3  3p6.3d.36p_3D*    
  62863.99    3  3p6.3d.29p_3P*    
  62865.39    3  3p6.3d.35f_3P*    
  62867.87    3  3p6.3d.37p_3D*    
  62869.38    3  3p6.3d.29p_1P*    
  62871.46    3  3p6.3d.36f_3P*    
  62872.69    3  3p6.3d.38p_3D*    
  62875.40    3  3p6.3d.30p_3P*    
  62875.40    3  3p6.3d.37f_3P*    
  62876.98    3  3p6.3d.39p_3D*    
  62879.48    3  3p6.3d.30p_1P*    
  62880.04    3  3p6.3d.38f_3P*    
  62881.24    3  3p6.3d.40p_3D*    
  62884.77    3  3p6.3d.31p_3P*    
  62884.77    3  3p6.3d.41p_3D*    
  62889.00    3  3p6.3d.31p_1P*    
  62889.00    3  3p6.3d.42p_3D*    
  62891.65    3  3p6.3d.43p_3D*    
  62893.66    3  3p6.3d.32p_3P*    
  62894.65    3  3p6.3d.44p_3D*    
  62897.57    3  3p6.3d.32p_1P*    
  62897.57    3  3p6.3d.45p_3D*    
  62900.09    3  3p6.3d.46p_3D*    
  62901.85    3  3p6.3d.33p_3P*    
  62902.75    3  3p6.3d.47p_3D*    
  62904.95    3  3p6.3d.33p_1P*    
  62904.95    3  3p6.3d.48p_3D*    
  62906.98    3  3p6.3d.49p_3D*    
  62908.88    3  3p6.3d.50p_3D*    
  62910.88    3  3p6.3d.51p_3D*    
  62911.51    3  3p6.3d.34p_1P*    
  62912.67    3  3p6.3d.52p_3D*    
  62914.47    3  3p6.3d.53p_3D*    
  62915.91    3  3p6.3d.54p_3D*    
  62917.83    3  3p6.3d.35p_1P*    
  62917.83    3  3p6.3d.55p_3D*    
  62918.80    3  3p6.3d.56p_3D*    
  62920.32    3  3p6.3d.57p_3D*    
  62921.43    3  3p6.3d.58p_3D*    
  62923.62    3  3p6.3d.36p_1P*    
  62926.36    3  3p6.3d.35f_1P*    
  62928.81    3  3p6.3d.37p_1P*    
  62931.29    3  3p6.3d.36f_1P*    
  62933.61    3  3p6.3d.38p_1P*    
  62935.88    3  3p6.3d.37f_1P*    
  62938.02    3  3p6.3d.39p_1P*    
  62939.79    3  3p6.3d.38f_1P*    
  62942.10    3  3p6.3d.40p_1P*    
  62943.85    3  3p6.3d.39f_1P*    
  62945.88    3  3p6.3d.41p_1P*    
  62949.34    3  3p6.3d.42p_1P*    
  62952.58    3  3p6.3d.43p_1P*    
  62955.57    3  3p6.3d.44p_1P*    
  62956.15    4  3d_2D
  62958.38    3  3p6.3d.45p_1P*    
  62961.01    3  3p6.3d.46p_1P*    
  62963.43    3  3p6.3d.47p_1P*    
  62965.72    3  3p6.3d.48p_1P*    
  62967.84    3  3p6.3d.49p_1P*    
  62969.89    3  3p6.3d.50p_1P*    
  62971.78    3  3p6.3d.51p_1P*    
  62973.55    3  3p6.3d.52p_1P*    
  62975.23    3  3p6.3d.53p_1P*    
  62976.81    3  3p6.3d.54p_1P*    
  62978.26    3  3p6.3d.55p_1P*    
  62979.72    3  3p6.3d.56p_1P*    
  62981.03    3  3p6.3d.57p_1P*    
  62982.35    3  3p6.3d.58p_1P*    
  62983.48    3  3p6.3d.59p_1P*    
  62984.63    3  3p6.3d.60p_1P*    
  62985.70    3  3p6.3d.61p_1P*    
  63016.84    6  3d_2D
  64977       3  3p6.4p.6s_3P*    
  65445       3  3p6.4p.6s_1P*    
  66578       3  3p6.4p.5d_1P*    
  68913       3  3p6.4p.7s_3P*    
  69247       3  3p6.4p.7s_1P*    
  69643       3  3p6.4p.6d_1P*    
  70787       3  3p6.4p.8s_3P*    
  71001       3  3p6.4p.8s_1P*    
  71237       3  3p6.4p.7d_1P*    
  71868       3  3p6.4p.9s_3P*    
  72007       3  3p6.4p.9s_1P*    
  72289       3  3p6.4p.8d_1P*    
  72411       3  3p6.4p.10s_3P*    
  72655       3  3p6.4p.10s_1P*    
  72871       3  3p6.4p.11s_3P*    
  72871       3  3p6.4p.9d_1P*    
  73111       3  3p6.4p.11s_1P*    
  73248       3  3p6.4p.12s_3P*    
  73248       3  3p6.4p.10d_1P*    
  73444       3  3p6.4p.12s_1P*    
  73444       3  3p6.4p.13s_3P*    
  73517       3  3p6.4p.11d_1P*    
  73622       3  3p6.4p.14s_3P*    
  73693       3  3p6.4p.13s_1P*    
  73742       3  3p6.4p.15s_3P*    
  73742       3  3p6.4p.12d_3P*    
  73852       3  3p6.4p.14s_1P*    
  73852       3  3p6.4p.16s_3P*    
  73969       3  3p6.4p.15s_1P*    
  74497.46    2  4p_2P*
  74720.35    4  4p_2P*
 200096       3  3p5.4s2.3d_3P*    
 218991       3  3p5.4s2.3d_3D*    
 253310       3  3p5.4s2.3d_1P*    
 255022       3  3p5.4s2.4d_3P*    
 257737       3  3p5.(2P*<3/2>).4s2.5s_2[3/2]*
 260193       3  3p5.(2P*<1/2>).4s2.5s_2[1/2]*
 267417       3  3p5.(2P*<3/2>).4s2.6s_2[3/2]*
 267956       3  3p5.4s2.4d_3D*    
 269706       3  3p5.(2P*<1/2>).4s2.6s_2[1/2]*
 270640       3  3p5.4s2.4d_1P*    
 270889       3  3p5.(2P*<3/2>).4s2.5d_2[3/2]*
 271245       3  3p5.(2P*<3/2>).4s2.7s_2[3/2]*
 273134       3  3p5.(2P*<3/2>).4s2.6d_2[3/2]*
 273598       3  3p5.(2P*<1/2>).4s2.7s_2[1/2]*
 273959       3  3p5.(2P*<3/2>).4s2.7d_2[3/2]*
 274040       3  3p5.(2P*<1/2>).4s2.5d_2[3/2]*
 274276       3  3p5.(2P*<3/2>).4s2.9s_2[3/2]*
 274652       3  3p5.(2P*<3/2>).4s2.8d_2[3/2]*
 274777       3  3p5.(2P*<3/2>).4s2.10s_2[3/2]*
 275272       3  3p5.(2P*<3/2>).4s2.9d_2[3/2]*
 275503       3  3p5.(2P*<3/2>).4s2.10d_2[3/2]*
 275726       3  3p5.(2P*<3/2>).4s2.11d_2[3/2]*
 275898       3  3p5.(2P*<3/2>).4s2.12d_2[3/2]*
 276038       3  3p5.(2P*<3/2>).4s2.13d_2[3/2]*
 276138       3  3p5.(2P*<3/2>).4s2.14d_2[3/2]*
 276214       3  3p5.(2P*<3/2>).4s2.15d_2[3/2]*
 276283       3  3p5.(2P*<3/2>).4s2.16d_2[3/2]*
 276631       3  3p5.(2P*<1/2>).4s2.7d_2[3/2]*
 276750       4  3p5.4s2_2P*
 277430       3  3p5.(2P*<1/2>).4s2.8d_2[3/2]*
 277917       3  3p5.(2P*<1/2>).4s2.9d_2[3/2]*
 277991       3  3p5.(2P*<1/2>).4s2.11s_2[1/2]*
 278228       3  3p5.(2P*<1/2>).4s2.10d_2[3/2]*
 278302       3  3p5.(2P*<1/2>).4s2.12s_2[1/2]*
 278469       3  3p5.(2P*<1/2>).4s2.11d_2[3/2]*
 278534       3  3p5.(2P*<1/2>).4s2.13s_2[1/2]*
 278647       3  3p5.(2P*<1/2>).4s2.12d_2[3/2]*
 278702       3  3p5.(2P*<1/2>).4s2.14s_2[1/2]*
 278796       3  3p5.(2P*<1/2>).4s2.13d_2[3/2]*
 278900       3  3p5.(2P*<1/2>).4s2.14d_2[3/2]*
 278983       3  3p5.(2P*<1/2>).4s2.15d_2[3/2]*
 279050       3  3p5.(2P*<1/2>).4s2.16d_2[3/2]*
 279117       3  3p5.(2P*<1/2>).4s2.17d_2[3/2]*
 279530       2  3p5.4s2_2P*
