41562.57    7 6s.18d     3D         e NIST
41559.45    3 6s.19p     3P*        o NIST
41560.83    5 6s.19p     3P*        o NIST
41562.24    3 6s.19p     1P*        o NIST
41567.09    5 6s.18d     1D         e NIST
41570.37    3 5d.7d      1P         e NIST
41592.71    3 6s.20s     3S         e NIST
41595.80    1 6s.20s     1S         e NIST
41603.48    9 6s.16g     1G         e NIST
41603.48    9 6s.16g     3G         e NIST
41603.48    7 6s.16g     3G         e NIST
41603.89   11 6s.16g     3G         e NIST
41616.32    3 6s.20p     3P*        o NIST
41617.51    5 6s.20p     3P*        o NIST
41617.74    5 6s.19d     3D         e NIST
41617.80    3 6s.19d     3D         e NIST
41618.46    7 6s.19d     3D         e NIST
41618.12    3 6s.20p     1P*        o NIST
41622.38    5 6s.19d     1D         e NIST
41642.79    3 6s.21s     3S         e NIST
41646.28    1 6s.21s     1S         e NIST
41647.85    5 6s.17f     3F*        o NIST
41652.79    7 6s.17g     3G         e NIST
41652.79    9 6s.17g     3G         e NIST
41653.07   11 6s.17g     3G         e NIST
41652.79    9 6s.17g     1G         e NIST
41663.55    3 6s.21p     3P*        o NIST
41664.66    3 6s.21p     1P*        o NIST
41664.68    3 6s.20d     3D         e NIST
41664.68    5 6s.20d     3D         e NIST
41665.31    7 6s.20d     3D         e NIST
41668.46    5 6s.20d     1D         e NIST
41685.69    3 6s.22s     3S         e NIST
41688.61    1 6s.22s     1S         e NIST
41689.80    5 6s.18f     3F*        o NIST
41693.91    7 6s.18g     3G         e NIST
41694.33    9 6s.18g     3G         e NIST
41694.33   11 6s.18g     3G         e NIST
41694.33    9 6s.18g     1G         e NIST
41703.25    3 6s.22p     3P*        o NIST
41703.84    3 6s.22p     1P*        o NIST
41704.14    5 6s.21d     3D         e NIST
41704.20    3 6s.21d     3D         e NIST
41704.48    7 6s.21d     3D         e NIST
41707.16    5 6s.21d     1D         e NIST
41721.96    3 6s.23s     3S         e NIST
41724.40    1 6s.23s     1S         e NIST
41725.39    5 6s.19f     3F*        o NIST
41729.48    7 6s.19g     3G         e NIST
41729.48    9 6s.19g     3G         e NIST
41729.48   11 6s.19g     3G         e NIST
41729.48    9 6s.19g     1G         e NIST
41736.80    3 6s.23p     1P*        o NIST
41737.39    5 6s.23p     3P*        o NIST
41737.59    5 6s.22d     3D         e NIST
41737.75    3 6s.22d     3D         e NIST
41739.13    7 6s.22d     3D         e NIST
41740.06    5 6s.22d     1D         e NIST
41752.81    3 6s.24s     3S         e NIST
41754.92    1 6s.24s     1S         e NIST
41755.48    5 6s.20f     3F*        o NIST
41759.09    9 6s.20g     1G         e NIST
41759.09    9 6s.20g     3G         e NIST
41759.09   11 6s.20g     3G         e NIST
41759.09    7 6s.20g     3G         e NIST
41765.35    3 6s.24p     1P*        o NIST
41766.17    5 6s.23d     3D         e NIST
41766.33    3 6s.23d     3D         e NIST
41767.18    7 6s.23d     3D         e NIST
41767.32    5 6s.24p     3P*        o NIST
41768.20    5 6s.23d     1D         e NIST
41779.37    3 6s.25s     3S         e NIST
41781.18    1 6s.25s     1S         e NIST
41782.02    5 6s.21f     3F*        o NIST
41784.81    9 6s.21g     1G         e NIST
41784.81    9 6s.21g     3G         e NIST
41784.81   11 6s.21g     3G         e NIST
41784.81    7 6s.21g     3G         e NIST
41789.99    3 6s.25p     1P*        o NIST
41790.74    5 6s.24d     3D         e NIST
41791.11    3 6s.24d     3D         e NIST
41791.74    7 6s.24d     3D         e NIST
41791.29    5 6s.25p     3P*        o NIST
41792.52    5 6s.24d     1D         e NIST
41804.59    5 6s.22f     3F*        o NIST
41807.16    7 6s.22g     3G         e NIST
41807.16    9 6s.22g     3G         e NIST
41807.16   11 6s.22g     3G         e NIST
41807.16    9 6s.22g     1G         e NIST
41811.83    5 6s.25d     3D         e NIST
41812.43    3 6s.25d     3D         e NIST
41813.54    5 6s.25d     1D         e NIST
41824.30    5 6s.23f     3F*        o NIST
41826.32   11 6s.23g     3G         e NIST
41826.32    7 6s.23g     3G         e NIST
41826.32    9 6s.23g     3G         e NIST
41826.32    9 6s.23g     1G         e NIST
41841.51    5 5d.7d      1D         e NIST
41841.63    5 6s.24f     3F*        o NIST
41842.24    9 6s.24g     3G         e NIST
41843.92   11 6s.24g     3G         e NIST
41843.92    7 6s.24g     3G         e NIST
41843.92    9 6s.24g     1G         e NIST
41856.85    5 6s.25f     3F*        o NIST
41858.72   11 6s.25g     3G         e NIST
41858.72    7 6s.25g     3G         e NIST
41858.91    9 6s.25g     3G         e NIST
41858.72    9 6s.25g     1G         e NIST
42034.91    2 6s         2S         e NIST
